,crash_id,person_age,charge,person_ethnicity,crash_date,day_of_week,person_gender,person_helmet,driver_license_class,has_motocycle_endorsment,driver_license_state,driver_license_type,person_injury_severity,license_plate_state,vehicle_body_style,vehicle_color,vehicle_defect_1,vehicle_make,vehicle_model_name,vehicle_model_year
7032,17084672.0,32.0,no charges,w - white,2019-05-15,wednesday,1 - male,1 - not worn,a - class a,0.0,tx - texas,2 - commercial driver lic.,a - suspected serious injury,tx - texas,mc - motorcycle,blu - blue,no data,harley-davidson,flstfb (harley-davidson),2012
7033,17089344.0,62.0,no charges,w - white,2019-05-15,wednesday,2 - female,"4 - worn, unk damage",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,no data,harley-davidson,unknown (harley-davidson),2015
7034,17089945.0,58.0,driving while intoxicated,b - black,2019-05-15,wednesday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,red - red,no data,harley-davidson,flhxs (harley-davidson),2014
7035,17073616.0,34.0,no motorcycle endorsement,w - white,2019-05-16,thursday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,fld (harley-davidson),2005
7036,17073689.0,33.0,no charges,w - white,2019-05-16,thursday,1 - male,1 - not worn,b - class b,0.0,tx - texas,2 - commercial driver lic.,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,no data,honda,unknown (honda),1999
7037,17074546.0,47.0,no charges,b - black,2019-05-16,thursday,1 - male,"2 - worn, damaged",c - class c,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,gry - gray,no data,suzuki,rs250 (suzuki),2000
7038,17074549.0,27.0,no charges,w - white,2019-05-16,thursday,1 - male,"3 - worn, not damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,gry - gray,no data,harley-davidson,flstni (harley-davidson),2005
7039,17075079.0,17.0,"fail to control c/a, nol",h - hispanic,2019-05-16,thursday,1 - male,"2 - worn, damaged",5 - unlicensed,0.0,,5 - unlicensed,b - suspected minor injury,no data,mc - motorcycle,blk - black,no data,honda,cbr600 (honda),2002
7040,17079828.0,41.0,failed to drive in single lane,b - black,2019-05-16,thursday,1 - male,"3 - worn, not damaged",cm - class c and m,1.0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,blk - black,no data,suzuki,gsx600 (suzuki),2009
7041,17081283.0,25.0,no charges,a - asian,2019-05-16,thursday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,gry - gray,no data,harley-davidson,xl883 (harley-davidson),2019
7042,17081879.0,16.0,no charges,w - white,2019-05-16,thursday,1 - male,"2 - worn, damaged",5 - unlicensed,0.0,,5 - unlicensed,b - suspected minor injury,no data,mc - motorcycle,blk - black,no data,kawasaki,unknown (kawasaki),2006
7043,17082253.0,23.0,no charges,w - white,2019-05-16,thursday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,mar - maroon,no data,kawasaki,unknown (kawasaki),2004
7044,17083315.0,37.0,no charges,w - white,2019-05-16,thursday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,fld (harley-davidson),2003
7045,17084085.0,49.0,"improper license for type vehicle, fail to drive in single lane",w - white,2019-05-16,thursday,2 - female,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,xlh1100 (harley-davidson),2017
7046,17086356.0,43.0,no charges,h - hispanic,2019-05-16,thursday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,no data,harley-davidson,flhc (harley-davidson),2019
7047,17281422.0,17.0,no charges,99 - unknown,2019-05-16,thursday,99 - unknown,"4 - worn, unk damage",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,no data,yamaha,fzx750 (yamaha),2002
7048,17073825.0,71.0,no charges,h - hispanic,2019-05-17,friday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,vespa,granturismo (vespa),2006
7049,17074145.0,65.0,no charges,b - black,2019-05-17,friday,2 - female,"3 - worn, not damaged",cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blu - blue,no data,honda,gl1800 (honda),2007
7050,17074523.0,35.0,no charges,w - white,2019-05-17,friday,1 - male,1 - not worn,a - class a,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,no data,yamaha,unknown (yamaha),2005
7051,17075134.0,52.0,no charges,w - white,2019-05-17,friday,1 - male,"3 - worn, not damaged",c - class c,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,ong - orange,no data,ktm,690 (ktm),2018
7052,17080370.0,49.0,no charges,w - white,2019-05-17,friday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blu - blue,no data,harley-davidson,flh80 (harley-davidson),2017
7053,17081443.0,58.0,no charges,w - white,2019-05-17,friday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,flhx (harley-davidson),2008
7054,17088129.0,32.0,no charges,w - white,2019-05-17,friday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,blu - blue,no data,harley-davidson,unknown (harley-davidson),2005
7055,17074705.0,45.0,no charges,h - hispanic,2019-05-18,saturday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,gry - gray,no data,harley-davidson,fxsb (harley-davidson),2016
7056,17075018.0,46.0,"fail to have proper class of dl in possession, no proof of insurance",h - hispanic,2019-05-18,saturday,1 - male,"2 - worn, damaged",c - class c,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,flhc (harley-davidson),2011
7057,17075602.0,30.0,no charges,w - white,2019-05-18,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,fltrx (harley-davidson),2018
7058,17076255.0,54.0,unsafe speed,w - white,2019-05-18,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,whi - white,no data,honda,gl1500 (honda),1994
7059,17080363.0,43.0,no charges,w - white,2019-05-18,saturday,1 - male,"4 - worn, unk damage",a - class a,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,honda,unknown (honda),2017
7060,17080846.0,24.0,no charges,w - white,2019-05-18,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,blk - black,no data,kawasaki,vulcan 2000 (kawasaki),2016
7061,17081302.0,45.0,no charges,w - white,2019-05-18,saturday,1 - male,1 - not worn,98 - other/out of state,0.0,oh - ohio,1 - driver license,n - not injured,oh - ohio,mc - motorcycle,blu - blue,no data,harley-davidson,flhtcu (harley-davidson),2013
7062,17081428.0,54.0,no charges,w - white,2019-05-18,saturday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,xl883 (harley-davidson),2010
7063,17084245.0,33.0,no charges,h - hispanic,2019-05-18,saturday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,yamaha,yzfr6 (yamaha),2003
7064,17084992.0,64.0,no charges,w - white,2019-05-18,saturday,1 - male,1 - not worn,am - class a and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,unknown (harley-davidson),1993
7065,17133825.0,30.0,no charges,w - white,2019-05-18,saturday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,honda,vf700 (honda),2017
7066,17151731.0,51.0,no charges,w - white,2019-05-18,saturday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,whi - white,no data,suzuki,gsx-r1000 (suzuki),2004
7067,17076040.0,20.0,no charges,w - white,2019-05-19,sunday,1 - male,"4 - worn, unk damage",c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,no data,yamaha,yzfr6 (yamaha),2015
7068,17080518.0,51.0,no charges,b - black,2019-05-19,sunday,1 - male,99 - unknown if worn,am - class a and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,no data,harley-davidson,unknown (harley-davidson),2017
7069,17086273.0,45.0,no charges,b - black,2019-05-19,sunday,1 - male,"2 - worn, damaged",c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,no data,suzuki,gsx-r600 (suzuki),2005
7070,17215891.0,40.0,no charges,b - black,2019-05-19,sunday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,no data,suzuki,gsx (suzuki),2012
7071,17079976.0,29.0,no charges,b - black,2019-05-20,monday,1 - male,1 - not worn,5 - unlicensed,0.0,tx - texas,4 - id card,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,suzuki,gsx650 (suzuki),2008
7072,17081634.0,45.0,"fail to control speed, dwli, fail to maintain financial responsibility",h - hispanic,2019-05-20,monday,1 - male,1 - not worn,5 - unlicensed,0.0,tx - texas,4 - id card,a - suspected serious injury,tx - texas,mc - motorcycle,red - red,no data,kawasaki,vulcan 2000 (kawasaki),1995
7073,17084822.0,24.0,"operate motor vehicle in unsafe condition, failure to maintain financial responsibility",b - black,2019-05-20,monday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,whi - white,no data,honda,cbr600 (honda),2016
7074,17082746.0,23.0,no charges,h - hispanic,2019-05-21,tuesday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,flhri (harley-davidson),2006
7075,17084834.0,42.0,"no insurance, expired registration, no motorcycle license",b - black,2019-05-21,tuesday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,no data,harley-davidson,flt (harley-davidson),no data
7076,17086526.0,48.0,no charges,w - white,2019-05-21,tuesday,1 - male,"3 - worn, not damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,no data,kawasaki,kle650 (kawasaki),2008
7077,17083972.0,27.0,"fail to control speed, fail to maintain financial responsibility, no motor cycle endorsement",w - white,2019-05-22,wednesday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,ong - orange,no data,honda,vt1100 (honda),2003
7078,17086299.0,51.0,no charges,b - black,2019-05-23,thursday,1 - male,1 - not worn,m - class m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,kawasaki,unknown (kawasaki),2007
7079,17086920.0,27.0,"fail to maintain single lane, no motorcycle endorsement",b - black,2019-05-23,thursday,1 - male,"2 - worn, damaged",c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,suzuki,gsx-r1000 (suzuki),2013
7080,17088765.0,32.0,"failure to control speed, no operators license, 2 step registration, failure to maintain financial responsibility",h - hispanic,2019-05-23,thursday,2 - female,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,flt (harley-davidson),2009
7081,17141672.0,41.0,"fail to drive in single lane, expired registration, expired drivers license",b - black,2019-05-23,thursday,1 - male,"4 - worn, unk damage",b - class b,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,mar - maroon,no data,honda,unknown (honda),2002
7082,17086019.0,49.0,no charges,w - white,2019-05-24,friday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,no data,harley-davidson,flde (harley-davidson),2005
7083,17086621.0,30.0,no charges,h - hispanic,2019-05-24,friday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,flhc (harley-davidson),2012
7084,17088745.0,25.0,no charges,w - white,2019-05-24,friday,1 - male,99 - unknown if worn,c - class c,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,red - red,no data,harley-davidson,fxd (harley-davidson),2016
7085,17089033.0,26.0,ftc speed,b - black,2019-05-24,friday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,no data,yamaha,yx600 (yamaha),2006
7086,17089316.0,58.0,no charges,b - black,2019-05-24,friday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,mar - maroon,12 - defective or slick tires,honda,gl1800 (honda),2002
7087,17087221.0,21.0,no charges,w - white,2019-05-25,saturday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,xl1200 (harley-davidson),2009
7088,17087766.0,76.0,no charges,w - white,2019-05-25,saturday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,no data,harley-davidson,xl883 (harley-davidson),2012
7089,17089194.0,69.0,no charges,w - white,2019-05-25,saturday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,red - red,no data,harley-davidson,flhc (harley-davidson),2017
7090,17088882.0,40.0,,w - white,2019-05-26,sunday,2 - female,"3 - worn, not damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,grn - green,no data,harley-davidson,xl883 (harley-davidson),2018
7091,17089127.0,33.0,evading motor vehicle,w - white,2019-05-27,monday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,gry - gray,no data,yamaha,yzfr6 (yamaha),2015
7092,17133879.0,27.0,no charges,h - hispanic,2019-05-27,monday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,xl1200 (harley-davidson),2019
7093,17137165.0,53.0,no charges,b - black,2019-05-28,tuesday,1 - male,"3 - worn, not damaged",a - class a,0.0,tx - texas,2 - commercial driver lic.,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,no data,harley-davidson,xl1200 (harley-davidson),2005
7094,17136406.0,44.0,no charges,w - white,2019-06-01,saturday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,red - red,98 - other  (explain in narrative),unknown,unknown (unknown),1992
7095,17197080.0,38.0,"failed to control speed-accident w/fixture (002c), expired registration (sep/18)(334n)",w - white,2019-06-01,saturday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,no data,honda,unknown (honda),2013
7096,17131673.0,51.0,unsafe speed,w - white,2019-06-04,tuesday,1 - male,99 - unknown if worn,98 - other/out of state,0.0,wa - washington,1 - driver license,n - not injured,wa - washington,mc - motorcycle,blk - black,no data,harley-davidson,unknown (harley-davidson),2007
7097,17138135.0,43.0,no charges,w - white,2019-06-06,thursday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,no data,no data,harley-davidson,no data,2005
7098,17134917.0,28.0,"evading arrest w/vehicle, unauth use of vehicle",w - white,2019-06-07,friday,1 - male,1 - not worn,5 - unlicensed,0.0,tx - texas,4 - id card,b - suspected minor injury,tx - texas,mc - motorcycle,sil - silver,no data,kawasaki,unknown (kawasaki),2006
7099,17135754.0,39.0,"driving while license invalid, unsafe speed, improper driver license for type vehicle",w - white,2019-06-07,friday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,honda,vtx1800 (honda),2003
7100,17141522.0,40.0,no charges,w - white,2019-06-07,friday,1 - male,"3 - worn, not damaged",5 - unlicensed,0.0,,5 - unlicensed,a - suspected serious injury,no data,mc - motorcycle,blk - black,no data,harley-davidson,fls (harley-davidson),2005
7101,17143911.0,27.0,dwi,w - white,2019-06-07,friday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,mul - multicolored,no data,honda,cb125 (honda),2004
7102,17985657.0,32.0,no charges,w - white,2019-06-07,friday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,unknown (harley-davidson),2012
7103,17132616.0,27.0,"disregard stop sign x 6 / no insurance, no vehicle registration / no license plate light, no drivers license / failed to use turn signal / unsafe spee, evading arrest or detention w/motor vehicle / evading arrest",h - hispanic,2019-06-08,saturday,1 - male,"3 - worn, not damaged",5 - unlicensed,0.0,tx - texas,4 - id card,n - not injured,tx - texas,mc - motorcycle,blk - black,no data,honda,cbr900 (honda),1998
7104,17136652.0,48.0,"driving while license invalid, ftm financial responsibility, violate non-cdl endorsement-motorcycle, operate vehicle w/wrong license plate/reg insignia, unsafe speed",w - white,2019-06-08,saturday,1 - male,1 - not worn,5 - unlicensed,0.0,tx - texas,4 - id card,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,yamaha,unknown (yamaha),2007
7105,17137667.0,44.0,no charges,w - white,2019-06-08,saturday,1 - male,"3 - worn, not damaged",c - class c,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blu - blue,no data,harley-davidson,unknown (harley-davidson),2000
7106,17140031.0,58.0,no charges,w - white,2019-06-08,saturday,1 - male,"2 - worn, damaged",am - class a and m,1.0,tx - texas,2 - commercial driver lic.,a - suspected serious injury,tx - texas,mc - motorcycle,red - red,no data,honda,vtx1300 (honda),2004
7107,17131515.0,37.0,failure to control speed,h - hispanic,2019-06-09,sunday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,fld (harley-davidson),1999
7108,17133375.0,55.0,"unsafe speed (txtrc 545.351), improper driver license for type of vehicle (txtrc 521.085)",w - white,2019-06-09,sunday,2 - female,"3 - worn, not damaged",c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,gry - gray,no data,suzuki,c50 (suzuki),2006
7109,17135992.0,52.0,unsafe speed,w - white,2019-06-09,sunday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,gry - gray,no data,harley-davidson,unknown (harley-davidson),2009
7110,17139465.0,25.0,no charges,w - white,2019-06-09,sunday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,flhx (harley-davidson),2009
7111,17142710.0,45.0,no charges,w - white,2019-06-09,sunday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,red - red,no data,harley-davidson,flht (harley-davidson),1990
7112,17146358.0,59.0,no charges,w - white,2019-06-10,monday,1 - male,"3 - worn, not damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,sil - silver,no data,harley-davidson,fxst (harley-davidson),2002
7113,17133400.0,23.0,no charges,b - black,2019-06-12,wednesday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,mul - multicolored,no data,harley-davidson,xl1200 (harley-davidson),2015
7114,17135284.0,37.0,no charges,w - white,2019-06-12,wednesday,2 - female,"3 - worn, not damaged",98 - other/out of state,0.0,mo - missouri,1 - driver license,b - suspected minor injury,mo - missouri,mc - motorcycle,blk - black,no data,harley-davidson,flhtcu (harley-davidson),2007
7115,17152428.0,32.0,"unsafe speed, no driver's license",w - white,2019-06-12,wednesday,1 - male,"3 - worn, not damaged",5 - unlicensed,0.0,ny - new york,4 - id card,b - suspected minor injury,ny - new york,mc - motorcycle,gry - gray,no data,suzuki,unknown (suzuki),2012
7116,17153289.0,22.0,"fail to control speed, no motorcycle endorsement",w - white,2019-06-13,thursday,1 - male,"4 - worn, unk damage",c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,victory motorcycles,high-ball (victory motorcycles),2012
7117,17130641.0,28.0,"fail to give half of roadway, expired registration, fail to maintain financial responsibility, no motorcycle endorsement",w - white,2019-06-14,friday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,honda,sh150 (honda),2000
7118,17131328.0,41.0,no charges,w - white,2019-06-14,friday,1 - male,"3 - worn, not damaged",cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,whi - white,no data,harley-davidson,flht (harley-davidson),2018
7119,17132965.0,42.0,no charges,w - white,2019-06-14,friday,1 - male,"3 - worn, not damaged",cm - class c and m,1.0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,whi - white,no data,yamaha,yfm100 (yamaha),2018
7120,17134870.0,32.0,no charges,b - black,2019-06-14,friday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,sil - silver,no data,kawasaki,vn900 (kawasaki),2007
7121,17141544.0,40.0,no charges,w - white,2019-06-14,friday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,98 - other (explain in narrative),no data,unknown,unknown (unknown),no data
7122,17148650.0,21.0,no charges,h - hispanic,2019-06-14,friday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,yel - yellow,no data,yamaha,wr450 (yamaha),2001
7123,17154375.0,68.0,no charges,w - white,2019-06-14,friday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,yamaha,xv1100 (yamaha),2005
7124,17131039.0,28.0,no charges,w - white,2019-06-15,saturday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,fld (harley-davidson),2015
7125,17134450.0,43.0,unsafe speed,w - white,2019-06-15,saturday,1 - male,"3 - worn, not damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,aprilia,tuono (aprilia),2018
7126,17137622.0,30.0,no charges,w - white,2019-06-15,saturday,1 - male,"2 - worn, damaged",c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,no data,ducati,unknown (ducati),2019
7127,17137880.0,43.0,improper dl for type vehicle,w - white,2019-06-15,saturday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blu - blue,no data,harley-davidson,fxdc (harley-davidson),2011
7128,17138229.0,47.0,fail to drive in single lane,w - white,2019-06-15,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,fxdb (harley-davidson),2011
7129,17140261.0,59.0,no charges,w - white,2019-06-15,saturday,1 - male,99 - unknown if worn,cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,fld (harley-davidson),2017
7130,17145031.0,38.0,no charges,w - white,2019-06-15,saturday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,yamaha,xvs950 (yamaha),2014
7131,17151244.0,33.0,unsafe speed,w - white,2019-06-15,saturday,1 - male,"2 - worn, damaged",am - class a and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,honda,vt750 (honda),2011
7132,17152639.0,18.0,no motorcycle license,h - hispanic,2019-06-15,saturday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,no data,suzuki,unknown (suzuki),2005
7133,17131084.0,38.0,no charges,w - white,2019-06-16,sunday,1 - male,1 - not worn,am - class a and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,grn - green,no data,harley-davidson,unknown (harley-davidson),2010
7134,17132282.0,21.0,no charges,w - white,2019-06-16,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,suzuki,unknown (suzuki),2011
7135,17132721.0,53.0,no charges,w - white,2019-06-16,sunday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,fls (harley-davidson),2009
7136,17133382.0,72.0,unsafe speed,w - white,2019-06-16,sunday,1 - male,"2 - worn, damaged",98 - other/out of state,0.0,az - arizona,1 - driver license,a - suspected serious injury,az - arizona,mc - motorcycle,mar - maroon,no data,harley-davidson,unknown (harley-davidson),2005
7137,17135861.0,33.0,no charges,w - white,2019-06-16,sunday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,red - red,no data,harley-davidson,xl1200 (harley-davidson),2008
7138,17136055.0,64.0,no charges,w - white,2019-06-16,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,sil - silver,no data,bmw,r1200 (bmw),2015
7139,17145137.0,59.0,no charges,w - white,2019-06-16,sunday,1 - male,"3 - worn, not damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,honda,cbx (honda),2013
