crash_id,person_injury_severity,crash_date,crash_month,crash_time,crash_year,day_of_week,city,county,latitude,longitude,rural_flag,rural_urban_type,road_class,physical_feature_1,population_group,property_damages
16759164,A - SUSPECTED SERIOUS INJURY,2018-11-22,11,1625,2018,THURSDAY,COLLEGE STATION,BRAZOS,no data,no data,No,no data,NON TRAFFICWAY,IN A PARKING LOT,"50,000 - 99,999 POP",NONE
16753581,A - SUSPECTED SERIOUS INJURY,2018-11-23,11,1836,2018,FRIDAY,OUTSIDE CITY LIMITS,LEON,31.13533376,-96.00821207,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,RURAL,NONE
16755365,A - SUSPECTED SERIOUS INJURY,2018-11-23,11,1441,2018,FRIDAY,OUTSIDE CITY LIMITS,TERRY,33.12724522,-102.33313903,Yes,RURAL (<5000),US & STATE HIGHWAYS,NOT APPLICABLE,RURAL,NONE
16756633,B - SUSPECTED MINOR INJURY,2018-11-23,11,1720,2018,FRIDAY,BELTON,BELL,31.03555571,-97.46634445,No,no data,CITY STREET,NOT APPLICABLE,"10,000 - 24,999 POP",NONE
16758227,C - POSSIBLE INJURY,2018-11-23,11,1544,2018,FRIDAY,AUSTIN,TRAVIS,30.34122107,-97.77510764,No,"LARGE URBANIZED (200,000+)",FARM TO MARKET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16758888,C - POSSIBLE INJURY,2018-11-23,11,122,2018,FRIDAY,BUFFALO GAP,TAYLOR,32.28260454,-99.82662642,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,"TOWN UNDER 2,499 POP",NONE
16758983,K - FATAL INJURY,2018-11-23,11,1547,2018,FRIDAY,OUTSIDE CITY LIMITS,WILSON,29.19141933,-98.33712294,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,RURAL,NONE
16753494,B - SUSPECTED MINOR INJURY,2018-11-24,11,1703,2018,SATURDAY,OUTSIDE CITY LIMITS,TRAVIS,30.32777435,-97.78344503,Yes,no data,COUNTY ROAD,NOT APPLICABLE,RURAL,NONE
16754586,A - SUSPECTED SERIOUS INJURY,2018-11-24,11,2126,2018,SATURDAY,OUTSIDE CITY LIMITS,HARDIN,30.1978108,-94.38581828,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,RURAL,NONE
16756646,A - SUSPECTED SERIOUS INJURY,2018-11-24,11,1500,2018,SATURDAY,OUTSIDE CITY LIMITS,KENDALL,29.98035031,-98.61569036,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,RURAL,NONE
16756695,B - SUSPECTED MINOR INJURY,2018-11-24,11,1030,2018,SATURDAY,OUTSIDE CITY LIMITS,LAMPASAS,31.08855945,-98.15449883,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,RURAL,LIVESTOCK FENCE
16758231,A - SUSPECTED SERIOUS INJURY,2018-11-24,11,27,2018,SATURDAY,AUSTIN,TRAVIS,30.21373479,-97.83046244,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16758315,B - SUSPECTED MINOR INJURY,2018-11-24,11,2247,2018,SATURDAY,EL PASO,EL PASO,31.88530056,-106.56392895,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16758605,B - SUSPECTED MINOR INJURY,2018-11-24,11,1803,2018,SATURDAY,OUTSIDE CITY LIMITS,WALLER,30.03146477,-95.96258292,Yes,no data,COUNTY ROAD,NOT APPLICABLE,RURAL,PIPE FENCE
16762196,A - SUSPECTED SERIOUS INJURY,2018-11-24,11,1641,2018,SATURDAY,OUTSIDE CITY LIMITS,BEXAR,29.66258492,-98.41661232,Yes,no data,CITY STREET,NOT APPLICABLE,RURAL,NONE
16762100,B - SUSPECTED MINOR INJURY,2018-11-25,11,1605,2018,SUNDAY,OUTSIDE CITY LIMITS,WICHITA,34.06510592,-98.72927977,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,RURAL,NONE
16803217,A - SUSPECTED SERIOUS INJURY,2018-11-27,11,1657,2018,TUESDAY,AMARILLO,POTTER,35.19639406,-101.82380116,No,no data,CITY STREET,NOT APPLICABLE,"100,000 - 249,999 POP",NONE
16823021,B - SUSPECTED MINOR INJURY,2018-11-29,11,926,2018,THURSDAY,CANTON,VAN ZANDT,32.58452916,-95.87020271,Yes,RURAL (<5000),INTERSTATE,NOT APPLICABLE,"2,500 - 4,999 POP",NONE
16813708,B - SUSPECTED MINOR INJURY,2018-12-01,12,1843,2018,SATURDAY,PARIS,LAMAR,33.64904449,-95.51278518,No,"SMALL URBAN (5000-49,999)",US & STATE HIGHWAYS,ENTRANCE TO OR EXIT FROM PRIVATE PROPERTY OR DRIVEWAY,"25,000 - 49,999 POP",NONE
17275747,A - SUSPECTED SERIOUS INJURY,2018-12-03,12,1822,2018,MONDAY,PALMVIEW,HIDALGO,26.22639587,-98.35751104,No,"LARGE URBANIZED (200,000+)",INTERSTATE,NOT APPLICABLE,"5,000 - 9,999 POP",NONE
16806247,C - POSSIBLE INJURY,2018-12-05,12,2146,2018,WEDNESDAY,HOUSTON,HARRIS,29.81549463,-95.56364151,No,"LARGE URBANIZED (200,000+)",US & STATE HIGHWAYS,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16805959,N - NOT INJURED,2018-12-08,12,1924,2018,SATURDAY,EDINBURG,HIDALGO,26.3068956,-98.1777125,No,no data,CITY STREET,NOT APPLICABLE,"50,000 - 99,999 POP",NONE
16803148,C - POSSIBLE INJURY,2018-12-09,12,1545,2018,SUNDAY,ARLINGTON,TARRANT,no data,no data,No,no data,NON TRAFFICWAY,PRIVATE DRIVE OR ROAD,"250,000 POP AND OVER",NONE
16805693,C - POSSIBLE INJURY,2018-12-10,12,1549,2018,MONDAY,WINDTHORST,ARCHER,33.57613397,-98.43701542,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,"TOWN UNDER 2,499 POP",NONE
16820341,A - SUSPECTED SERIOUS INJURY,2018-12-10,12,1818,2018,MONDAY,CARRIZO SPRINGS,DIMMIT,no data,no data,No,no data,US & STATE HIGHWAYS,NOT APPLICABLE,"5,000 - 9,999 POP",NONE
16827177,99 - UNKNOWN,2018-12-11,12,1600,2018,TUESDAY,OUTSIDE CITY LIMITS,MONTGOMERY,30.29377427,-95.35993983,Yes,no data,COUNTY ROAD,NOT APPLICABLE,RURAL,NONE
16812021,B - SUSPECTED MINOR INJURY,2018-12-14,12,1550,2018,FRIDAY,IRVING,DALLAS,32.89537321,-96.99115251,No,no data,CITY STREET,NOT APPLICABLE,"100,000 - 249,999 POP",NONE
16813795,A - SUSPECTED SERIOUS INJURY,2018-12-14,12,126,2018,FRIDAY,BROWNSVILLE,CAMERON,25.89229223,-97.44499632,No,"LARGE URBANIZED (200,000+)",FARM TO MARKET,NOT APPLICABLE,"100,000 - 249,999 POP",NONE
16875039,B - SUSPECTED MINOR INJURY,2018-12-14,12,1720,2018,FRIDAY,HOUSTON,HARRIS,29.86159127,-95.2963572,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16803384,K - FATAL INJURY,2018-12-15,12,1435,2018,SATURDAY,OUTSIDE CITY LIMITS,SMITH,32.30805888,-95.3829333,Yes,no data,COUNTY ROAD,NOT APPLICABLE,RURAL,NONE
16807122,B - SUSPECTED MINOR INJURY,2018-12-15,12,1000,2018,SATURDAY,WESTLAKE,TARRANT,32.99047276,-97.18547333,Yes,"LARGE URBANIZED (200,000+)",US & STATE HIGHWAYS,NOT APPLICABLE,"TOWN UNDER 2,499 POP",NONE
16816270,C - POSSIBLE INJURY,2018-12-15,12,1822,2018,SATURDAY,OUTSIDE CITY LIMITS,SAN JACINTO,30.38729761,-95.10169428,Yes,no data,COUNTY ROAD,NOT APPLICABLE,RURAL,NONE
16805524,B - SUSPECTED MINOR INJURY,2018-12-16,12,1302,2018,SUNDAY,ANNA,COLLIN,no data,no data,No,no data,FARM TO MARKET,NOT APPLICABLE,"5,000 - 9,999 POP",NONE
16806821,A - SUSPECTED SERIOUS INJURY,2018-12-16,12,1551,2018,SUNDAY,LUBBOCK,LUBBOCK,33.56795421,-101.80537242,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16810355,A - SUSPECTED SERIOUS INJURY,2018-12-16,12,1423,2018,SUNDAY,HOUSTON,HARRIS,29.7892748,-95.43825309,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16811383,B - SUSPECTED MINOR INJURY,2018-12-16,12,1548,2018,SUNDAY,SAN ANTONIO,BEXAR,29.51601493,-98.42060313,No,"LARGE URBANIZED (200,000+)",US & STATE HIGHWAYS,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16814636,C - POSSIBLE INJURY,2018-12-16,12,300,2018,SUNDAY,STAFFORD,FORT BEND,29.64017011,-95.58717776,No,no data,CITY STREET,NOT APPLICABLE,"10,000 - 24,999 POP",NONE
16816878,C - POSSIBLE INJURY,2018-12-16,12,1000,2018,SUNDAY,OUTSIDE CITY LIMITS,FORT BEND,29.76983481,-95.81739297,Yes,no data,CITY STREET,NOT APPLICABLE,RURAL,NONE
16816886,A - SUSPECTED SERIOUS INJURY,2018-12-16,12,1655,2018,SUNDAY,OUTSIDE CITY LIMITS,JASPER,30.38381932,-94.01520562,Yes,no data,COUNTY ROAD,ENTRANCE TO OR EXIT FROM PRIVATE PROPERTY OR DRIVEWAY,RURAL,NONE
16818824,N - NOT INJURED,2018-12-16,12,41,2018,SUNDAY,EL PASO,EL PASO,31.84109879,-106.44517613,No,"LARGE URBANIZED (200,000+)",CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16821648,C - POSSIBLE INJURY,2018-12-16,12,1508,2018,SUNDAY,BAYTOWN,HARRIS,29.72235576,-94.96100891,No,"LARGE URBANIZED (200,000+)",US & STATE HIGHWAYS,NOT APPLICABLE,"50,000 - 99,999 POP",NONE
16828211,A - SUSPECTED SERIOUS INJURY,2018-12-16,12,2254,2018,SUNDAY,EL PASO,EL PASO,31.7701121,-106.43267683,No,"LARGE URBANIZED (200,000+)",CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16818653,N - NOT INJURED,2018-12-17,12,2004,2018,MONDAY,HEARNE,ROBERTSON,30.87064342,-96.58714243,Yes,RURAL (<5000),US & STATE HIGHWAYS,NOT APPLICABLE,"2,500 - 4,999 POP",NONE
16805146,B - SUSPECTED MINOR INJURY,2018-12-18,12,1836,2018,TUESDAY,LAREDO,WEBB,27.61044003,-99.45624005,No,"LARGE URBANIZED (200,000+)",CITY STREET,NOT APPLICABLE,"100,000 - 249,999 POP",NONE
16807250,A - SUSPECTED SERIOUS INJURY,2018-12-18,12,2039,2018,TUESDAY,OUTSIDE CITY LIMITS,MARION,32.81759849,-94.46603248,Yes,no data,COUNTY ROAD,NOT APPLICABLE,RURAL,NONE
16817179,A - SUSPECTED SERIOUS INJURY,2018-12-18,12,1557,2018,TUESDAY,WEATHERFORD,PARKER,32.72047621,-97.80822116,No,no data,CITY STREET,NOT APPLICABLE,"25,000 - 49,999 POP",NONE
16825392,C - POSSIBLE INJURY,2018-12-18,12,1221,2018,TUESDAY,SAN ANTONIO,BEXAR,29.50891872,-98.65248771,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",WOODED FENCE 8503 SARASOTA WOODS.
16805351,B - SUSPECTED MINOR INJURY,2018-12-19,12,706,2018,WEDNESDAY,OUTSIDE CITY LIMITS,COMAL,29.71145801,-98.19949313,Yes,"LARGE URBANIZED (200,000+)",US & STATE HIGHWAYS,NOT APPLICABLE,RURAL,NONE
16807958,B - SUSPECTED MINOR INJURY,2018-12-19,12,1225,2018,WEDNESDAY,OUTSIDE CITY LIMITS,JOHNSON,32.45299369,-97.30006913,Yes,"LARGE URBANIZED (200,000+)",FARM TO MARKET,RR GRADE CROSSING,RURAL,NONE
16809477,B - SUSPECTED MINOR INJURY,2018-12-19,12,1220,2018,WEDNESDAY,HARLINGEN,CAMERON,26.20628561,-97.70387262,No,no data,CITY STREET,NOT APPLICABLE,"50,000 - 99,999 POP",NONE
16816579,N - NOT INJURED,2018-12-19,12,803,2018,WEDNESDAY,OUTSIDE CITY LIMITS,SMITH,32.17177076,-95.36892773,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,RURAL,NONE
16809532,C - POSSIBLE INJURY,2018-12-20,12,1512,2018,THURSDAY,LAREDO,WEBB,27.52006538,-99.52148,No,no data,CITY STREET,NOT APPLICABLE,"100,000 - 249,999 POP",DOG
16809927,B - SUSPECTED MINOR INJURY,2018-12-20,12,1215,2018,THURSDAY,OUTSIDE CITY LIMITS,LAMAR,33.80868465,-95.32092804,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,RURAL,NONE
16810144,A - SUSPECTED SERIOUS INJURY,2018-12-20,12,2105,2018,THURSDAY,SAN ANTONIO,BEXAR,no data,no data,No,no data,US & STATE HIGHWAYS,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16813625,A - SUSPECTED SERIOUS INJURY,2018-12-20,12,1832,2018,THURSDAY,OUTSIDE CITY LIMITS,TRAVIS,30.31836379,-97.86308185,Yes,"LARGE URBANIZED (200,000+)",FARM TO MARKET,ENTRANCE TO OR EXIT FROM PRIVATE PROPERTY OR DRIVEWAY,RURAL,NONE
16813869,C - POSSIBLE INJURY,2018-12-20,12,1936,2018,THURSDAY,OUTSIDE CITY LIMITS,HILL,31.73217855,-96.91519332,Yes,RURAL (<5000),US & STATE HIGHWAYS,NOT APPLICABLE,RURAL,NONE
16814199,C - POSSIBLE INJURY,2018-12-20,12,1840,2018,THURSDAY,OUTSIDE CITY LIMITS,HARRIS,29.79152113,-95.11607494,Yes,no data,COUNTY ROAD,NOT APPLICABLE,RURAL,NONE
16826998,N - NOT INJURED,2018-12-20,12,1907,2018,THURSDAY,OUTSIDE CITY LIMITS,HIDALGO,26.26146526,-98.08461698,Yes,no data,COUNTY ROAD,NOT APPLICABLE,RURAL,GATE
16810512,B - SUSPECTED MINOR INJURY,2018-12-21,12,1745,2018,FRIDAY,SAN ANTONIO,BEXAR,29.39911887,-98.64221901,No,"LARGE URBANIZED (200,000+)",US & STATE HIGHWAYS,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16812832,C - POSSIBLE INJURY,2018-12-21,12,1350,2018,FRIDAY,ABILENE,TAYLOR,32.45007782,-99.7875626,No,no data,CITY STREET,NOT APPLICABLE,"100,000 - 249,999 POP",NONE
16813361,C - POSSIBLE INJURY,2018-12-21,12,1635,2018,FRIDAY,SAN ANTONIO,BEXAR,no data,no data,No,no data,NON TRAFFICWAY,PRIVATE DRIVE OR ROAD,"250,000 POP AND OVER",NONE
16815106,A - SUSPECTED SERIOUS INJURY,2018-12-21,12,47,2018,FRIDAY,AUSTIN,TRAVIS,30.19598548,-97.84375387,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16815346,B - SUSPECTED MINOR INJURY,2018-12-21,12,1541,2018,FRIDAY,AUSTIN,TRAVIS,30.20384186,-97.775179,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16827262,B - SUSPECTED MINOR INJURY,2018-12-21,12,2014,2018,FRIDAY,BURLESON,JOHNSON,32.52074883,-97.35815934,No,no data,CITY STREET,NOT APPLICABLE,"25,000 - 49,999 POP",NONE
16812598,B - SUSPECTED MINOR INJURY,2018-12-22,12,1853,2018,SATURDAY,COPPERAS COVE,CORYELL,31.09887145,-97.92538497,No,"LARGE URBANIZED (200,000+)",US & STATE HIGHWAYS,NOT APPLICABLE,"25,000 - 49,999 POP",NONE
16812673,A - SUSPECTED SERIOUS INJURY,2018-12-22,12,127,2018,SATURDAY,KYLE,HAYS,30.01746707,-97.84735572,No,no data,COUNTY ROAD,NOT APPLICABLE,"25,000 - 49,999 POP",NONE
16813470,B - SUSPECTED MINOR INJURY,2018-12-22,12,1520,2018,SATURDAY,DUNCANVILLE,DALLAS,32.6335587,-96.89945033,No,"LARGE URBANIZED (200,000+)",US & STATE HIGHWAYS,NOT APPLICABLE,"25,000 - 49,999 POP",NONE
16814667,N - NOT INJURED,2018-12-22,12,1057,2018,SATURDAY,OUTSIDE CITY LIMITS,HAYS,30.25790479,-98.08655336,Yes,no data,COUNTY ROAD,NOT APPLICABLE,RURAL,NONE
16815603,A - SUSPECTED SERIOUS INJURY,2018-12-22,12,1800,2018,SATURDAY,OUTSIDE CITY LIMITS,TRAVIS,30.39623485,-97.64318575,Yes,no data,CITY STREET,NOT APPLICABLE,RURAL,NONE
16816234,C - POSSIBLE INJURY,2018-12-22,12,1550,2018,SATURDAY,OUTSIDE CITY LIMITS,BELL,31.19662728,-97.283066,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,RURAL,NONE
16817359,A - SUSPECTED SERIOUS INJURY,2018-12-22,12,1310,2018,SATURDAY,OUTSIDE CITY LIMITS,WOOD,32.88835709,-95.17913786,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,RURAL,NONE
16817581,99 - UNKNOWN,2018-12-22,12,1620,2018,SATURDAY,PLANO,COLLIN,33.06899484,-96.776955,No,no data,CITY STREET,ALLEY,"250,000 POP AND OVER",NONE
16818118,B - SUSPECTED MINOR INJURY,2018-12-22,12,1650,2018,SATURDAY,OUTSIDE CITY LIMITS,GRAY,35.43115195,-100.92298032,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,RURAL,NONE
16818933,A - SUSPECTED SERIOUS INJURY,2018-12-22,12,2252,2018,SATURDAY,ARLINGTON,TARRANT,32.71371418,-97.06283547,No,"LARGE URBANIZED (200,000+)",US & STATE HIGHWAYS,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16813159,C - POSSIBLE INJURY,2018-12-23,12,430,2018,SUNDAY,OUTSIDE CITY LIMITS,SHELBY,31.7220255,-94.1434974,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,RURAL,NONE
16818707,A - SUSPECTED SERIOUS INJURY,2018-12-23,12,1736,2018,SUNDAY,HOUSTON,HARRIS,29.7819248,-95.3238931,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",STOP SIGN
16818750,C - POSSIBLE INJURY,2018-12-23,12,1730,2018,SUNDAY,DENTON,DENTON,33.20783424,-97.15517871,No,no data,INTERSTATE,NOT APPLICABLE,"100,000 - 249,999 POP","TRAFFIC SIGN, RADAR SPEED TRAILER"
17663750,B - SUSPECTED MINOR INJURY,2018-12-23,12,15,2018,SUNDAY,OUTSIDE CITY LIMITS,HARRIS,30.04584813,-95.53872562,Yes,no data,COUNTY ROAD,NOT APPLICABLE,RURAL,NONE
16814137,A - SUSPECTED SERIOUS INJURY,2018-12-24,12,1442,2018,MONDAY,SAN ANTONIO,BEXAR,29.44206574,-98.39410982,No,"LARGE URBANIZED (200,000+)",INTERSTATE,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16817067,B - SUSPECTED MINOR INJURY,2018-12-24,12,1633,2018,MONDAY,OUTSIDE CITY LIMITS,WALLER,29.96826758,-96.04170691,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,RURAL,NONE
16816375,C - POSSIBLE INJURY,2018-12-25,12,2320,2018,TUESDAY,CLEBURNE,JOHNSON,32.362775,-97.43946173,No,"SMALL URBAN (5000-49,999)",FARM TO MARKET,NOT APPLICABLE,"25,000 - 49,999 POP",NONE
16817823,N - NOT INJURED,2018-12-25,12,1839,2018,TUESDAY,EL PASO,EL PASO,31.87358037,-106.42317567,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16819829,C - POSSIBLE INJURY,2018-12-25,12,1338,2018,TUESDAY,SAN ANTONIO,BEXAR,29.46850496,-98.36212234,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16821987,A - SUSPECTED SERIOUS INJURY,2018-12-25,12,2121,2018,TUESDAY,ABILENE,TAYLOR,32.45199444,-99.69885186,No,no data,CITY STREET,NOT APPLICABLE,"100,000 - 249,999 POP",NONE
16819165,B - SUSPECTED MINOR INJURY,2018-12-26,12,2127,2018,WEDNESDAY,KILGORE,GREGG,32.43270986,-94.8639757,No,"SMALL URBAN (5000-49,999)",INTERSTATE,NOT APPLICABLE,"10,000 - 24,999 POP",NONE
16823879,N - NOT INJURED,2018-12-26,12,707,2018,WEDNESDAY,OUTSIDE CITY LIMITS,FAYETTE,30.04136568,-97.02307814,Yes,no data,INTERSTATE,NOT APPLICABLE,RURAL,NONE
16875611,99 - UNKNOWN,2018-12-26,12,45,2018,WEDNESDAY,HOUSTON,HARRIS,29.56117315,-95.12248441,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16820442,B - SUSPECTED MINOR INJURY,2018-12-27,12,1205,2018,THURSDAY,AUSTIN,TRAVIS,30.17690416,-97.77958834,No,"LARGE URBANIZED (200,000+)",INTERSTATE,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16823390,C - POSSIBLE INJURY,2018-12-27,12,1746,2018,THURSDAY,ENNIS,ELLIS,32.32027817,-96.66031647,No,"SMALL URBAN (5000-49,999)",US & STATE HIGHWAYS,NOT APPLICABLE,"10,000 - 24,999 POP",NONE
16819503,B - SUSPECTED MINOR INJURY,2018-12-28,12,44,2018,FRIDAY,LAREDO,WEBB,27.54310852,-99.50289124,No,"LARGE URBANIZED (200,000+)",INTERSTATE,NOT APPLICABLE,"100,000 - 249,999 POP",NONE
16819661,C - POSSIBLE INJURY,2018-12-28,12,1013,2018,FRIDAY,SAN ANTONIO,BEXAR,29.53415431,-98.65697611,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16821724,B - SUSPECTED MINOR INJURY,2018-12-28,12,914,2018,FRIDAY,WEBSTER,HARRIS,29.51194602,-95.11940507,No,"LARGE URBANIZED (200,000+)",INTERSTATE,NOT APPLICABLE,"10,000 - 24,999 POP",NONE
16822980,N - NOT INJURED,2018-12-29,12,1802,2018,SATURDAY,CORSICANA,NAVARRO,32.11875984,-96.4734529,No,no data,CITY STREET,NOT APPLICABLE,"10,000 - 24,999 POP",NONE
16824193,N - NOT INJURED,2018-12-29,12,230,2018,SATURDAY,OUTSIDE CITY LIMITS,MATAGORDA,29.02079775,-95.88806211,Yes,no data,CITY STREET,NOT APPLICABLE,RURAL,NONE
16827652,B - SUSPECTED MINOR INJURY,2018-12-29,12,1121,2018,SATURDAY,BRYAN,BRAZOS,30.69880493,-96.35614416,No,"URBANIZED (50,000-199,999)",US & STATE HIGHWAYS,NOT APPLICABLE,"50,000 - 99,999 POP",NONE
16823251,N - NOT INJURED,2018-12-30,12,959,2018,SUNDAY,UNIVERSAL CITY,BEXAR,29.55671302,-98.32457039,No,"LARGE URBANIZED (200,000+)",US & STATE HIGHWAYS,NOT APPLICABLE,"10,000 - 24,999 POP",NONE
16824304,B - SUSPECTED MINOR INJURY,2018-12-31,12,852,2018,MONDAY,AUSTIN,TRAVIS,30.25075497,-97.74043375,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16826071,B - SUSPECTED MINOR INJURY,2018-12-31,12,1548,2018,MONDAY,WHITE SETTLEMENT,TARRANT,32.77524371,-97.45783592,No,no data,CITY STREET,NOT APPLICABLE,"10,000 - 24,999 POP",NONE
16826134,A - SUSPECTED SERIOUS INJURY,2018-12-31,12,1226,2018,MONDAY,SHERMAN,GRAYSON,33.62162563,-96.60223651,No,no data,CITY STREET,NOT APPLICABLE,"25,000 - 49,999 POP",NONE
16870936,N - NOT INJURED,2019-01-05,1,1510,2019,SATURDAY,OUTSIDE CITY LIMITS,FANNIN,33.84089242,-95.92761149,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,RURAL,NONE
16873206,B - SUSPECTED MINOR INJURY,2019-01-05,1,1016,2019,SATURDAY,HOUSTON,HARRIS,29.63001407,-95.507524,No,no data,CITY STREET,ENTRANCE TO OR EXIT FROM PRIVATE PROPERTY OR DRIVEWAY,"250,000 POP AND OVER",NONE
16940109,K - FATAL INJURY,2019-01-06,1,1100,2019,SUNDAY,HOUSTON,HARRIS,29.7302534,-95.46032151,No,"LARGE URBANIZED (200,000+)",US & STATE HIGHWAYS,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16945987,N - NOT INJURED,2019-01-08,1,806,2019,TUESDAY,CLEVELAND,LIBERTY,30.3649156,-95.07885689,No,"SMALL URBAN (5000-49,999)",US & STATE HIGHWAYS,NOT APPLICABLE,"5,000 - 9,999 POP",NONE
17662666,A - SUSPECTED SERIOUS INJURY,2019-01-10,1,907,2019,THURSDAY,OUTSIDE CITY LIMITS,HARRIS,30.01860476,-95.62474642,Yes,no data,COUNTY ROAD,NOT APPLICABLE,RURAL,NONE
16871012,B - SUSPECTED MINOR INJURY,2019-01-11,1,800,2019,FRIDAY,HOUSTON,HARRIS,29.65370481,-95.55050294,No,"LARGE URBANIZED (200,000+)",US & STATE HIGHWAYS,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16874491,B - SUSPECTED MINOR INJURY,2019-01-12,1,227,2019,SATURDAY,DONNA,HIDALGO,26.18286267,-98.06131779,No,"LARGE URBANIZED (200,000+)",INTERSTATE,NOT APPLICABLE,"10,000 - 24,999 POP",NONE
16884243,C - POSSIBLE INJURY,2019-01-16,1,1045,2019,WEDNESDAY,HOUSTON,HARRIS,29.65496136,-95.56942482,No,no data,CITY STREET,NOT APPLICABLE,"250,000 POP AND OVER",NONE
16872606,N - NOT INJURED,2019-01-18,1,1950,2019,FRIDAY,THE COLONY,DENTON,33.0570142,-96.84329254,No,no data,CITY STREET,NOT APPLICABLE,"25,000 - 49,999 POP",NONE
16876093,K - FATAL INJURY,2019-01-19,1,2051,2019,SATURDAY,ODESSA,ECTOR,31.88239718,-102.31198361,No,no data,CITY STREET,NOT APPLICABLE,"100,000 - 249,999 POP","TREE, TRASH CAN"
16870962,99 - UNKNOWN,2019-01-20,1,146,2019,SUNDAY,OUTSIDE CITY LIMITS,MONTGOMERY,30.25270819,-95.36662646,Yes,no data,CITY STREET,NOT APPLICABLE,RURAL,NONE
16873116,N - NOT INJURED,2019-01-20,1,1953,2019,SUNDAY,OUTSIDE CITY LIMITS,SAN JACINTO,30.60588399,-95.15382732,Yes,RURAL (<5000),US & STATE HIGHWAYS,NOT APPLICABLE,RURAL,NONE
16873213,A - SUSPECTED SERIOUS INJURY,2019-01-20,1,1653,2019,SUNDAY,OUTSIDE CITY LIMITS,JOHNSON,32.46341696,-97.45382619,Yes,no data,COUNTY ROAD,NOT APPLICABLE,RURAL,NONE
16874338,B - SUSPECTED MINOR INJURY,2019-01-20,1,1509,2019,SUNDAY,EDINBURG,HIDALGO,26.30235229,-98.21028307,No,no data,CITY STREET,NOT APPLICABLE,"50,000 - 99,999 POP","WOODEN FENCE, EDINBURG CITY GARBAGE BIN"
16882385,A - SUSPECTED SERIOUS INJURY,2019-01-20,1,2158,2019,SUNDAY,OUTSIDE CITY LIMITS,SAN JACINTO,30.47517179,-95.22934561,Yes,RURAL (<5000),FARM TO MARKET,NOT APPLICABLE,RURAL,BLACK HORSE
16884660,A - SUSPECTED SERIOUS INJURY,2019-01-23,1,1856,2019,WEDNESDAY,OUTSIDE CITY LIMITS,HARRIS,29.78841292,-95.13232742,Yes,no data,COUNTY ROAD,NOT APPLICABLE,RURAL,NONE
16886742,B - SUSPECTED MINOR INJURY,2019-01-23,1,1615,2019,WEDNESDAY,COLLEGE STATION,BRAZOS,30.60244565,-96.36383451,No,"URBANIZED (50,000-199,999)",FARM TO MARKET,NOT APPLICABLE,"50,000 - 99,999 POP",NONE
