latitude,longitude,person_injury_severity
30.04183338,-94.6768358,B - SUSPECTED MINOR INJURY
29.2893705,-94.79265263,C - POSSIBLE INJURY
30.00676805,-98.17233925,A - SUSPECTED SERIOUS INJURY
32.6687739,-97.35886117,A - SUSPECTED SERIOUS INJURY
29.4912364,-95.51929729,N - NOT INJURED
32.18681211,-96.90382198,A - SUSPECTED SERIOUS INJURY
29.63553317,-98.61390871,N - NOT INJURED
29.97224732,-95.10515487,A - SUSPECTED SERIOUS INJURY
33.08560254,-96.6342263,A - SUSPECTED SERIOUS INJURY
33.50128768,-95.26738417,N - NOT INJURED
30.35914522,-95.77685951,A - SUSPECTED SERIOUS INJURY
31.59900093,-97.08939362,B - SUSPECTED MINOR INJURY
30.02136878,-95.42883057,B - SUSPECTED MINOR INJURY
no data,no data,C - POSSIBLE INJURY
26.22453517,-97.74698151,C - POSSIBLE INJURY
31.90842008,-106.58085091,B - SUSPECTED MINOR INJURY
30.07406912,-95.50754304,B - SUSPECTED MINOR INJURY
30.56009251,-97.6855329,B - SUSPECTED MINOR INJURY
27.48321539,-99.46849215,C - POSSIBLE INJURY
29.35676314,-100.90872605,C - POSSIBLE INJURY
32.44324351,-99.71292684,B - SUSPECTED MINOR INJURY
29.54492111,-95.22676946,B - SUSPECTED MINOR INJURY
30.21882879,-99.02158122,A - SUSPECTED SERIOUS INJURY
28.84322504,-96.99768271,B - SUSPECTED MINOR INJURY
31.81084058,-102.43388138,A - SUSPECTED SERIOUS INJURY
29.62012809,-95.18505806,B - SUSPECTED MINOR INJURY
32.93456099,-97.25168268,A - SUSPECTED SERIOUS INJURY
33.00729569,-96.70376049,N - NOT INJURED
31.93224548,-96.42415537,N - NOT INJURED
30.19730634,-98.81256933,B - SUSPECTED MINOR INJURY
32.86635162,-96.89595539,B - SUSPECTED MINOR INJURY
33.33449669,-97.55486349,B - SUSPECTED MINOR INJURY
29.7846037,-95.56949125,C - POSSIBLE INJURY
31.24959117,-100.01407009,C - POSSIBLE INJURY
29.41782766,-98.67786768,C - POSSIBLE INJURY
29.49118842,-98.43178415,A - SUSPECTED SERIOUS INJURY
31.84686466,-102.39239125,N - NOT INJURED
33.05105672,-95.563862,B - SUSPECTED MINOR INJURY
29.98116645,-95.33306665,B - SUSPECTED MINOR INJURY
31.46361465,-100.46016173,99 - UNKNOWN
30.34846392,-95.3533823,N - NOT INJURED
30.18780005,-97.5634826,A - SUSPECTED SERIOUS INJURY
30.41926277,-97.70458075,B - SUSPECTED MINOR INJURY
30.42825552,-97.6332363,B - SUSPECTED MINOR INJURY
31.4451928,-100.47970198,N - NOT INJURED
30.2712699,-97.80243477,C - POSSIBLE INJURY
31.44861194,-100.50948001,B - SUSPECTED MINOR INJURY
no data,no data,A - SUSPECTED SERIOUS INJURY
32.59009891,-97.16347439,A - SUSPECTED SERIOUS INJURY
32.73820972,-97.48131967,A - SUSPECTED SERIOUS INJURY
30.30330362,-103.59917259,A - SUSPECTED SERIOUS INJURY
26.29689243,-98.14122695,C - POSSIBLE INJURY
30.26795098,-97.67024838,N - NOT INJURED
29.83190048,-101.66021416,N - NOT INJURED
32.86008447,-96.88653964,A - SUSPECTED SERIOUS INJURY
30.69913018,-96.88965742,B - SUSPECTED MINOR INJURY
29.52034819,-98.51660295,B - SUSPECTED MINOR INJURY
29.99667476,-95.57778222,C - POSSIBLE INJURY
29.48957668,-95.10435871,C - POSSIBLE INJURY
31.92540289,-106.44145305,B - SUSPECTED MINOR INJURY
33.74010344,-98.32954984,B - SUSPECTED MINOR INJURY
32.97241539,-97.72647232,A - SUSPECTED SERIOUS INJURY
28.89500646,-99.08747687,A - SUSPECTED SERIOUS INJURY
27.88775422,-97.1588848,C - POSSIBLE INJURY
27.76607528,-97.38417265,C - POSSIBLE INJURY
30.00518843,-95.42687522,K - FATAL INJURY
32.67609963,-97.04030347,B - SUSPECTED MINOR INJURY
29.65490138,-97.95089076,C - POSSIBLE INJURY
28.98827498,-95.95345297,B - SUSPECTED MINOR INJURY
29.72735488,-95.46430664,C - POSSIBLE INJURY
26.31308536,-98.24349808,C - POSSIBLE INJURY
32.9159633,-96.72632569,B - SUSPECTED MINOR INJURY
29.43548987,-98.58139279,B - SUSPECTED MINOR INJURY
32.92707837,-97.03917837,A - SUSPECTED SERIOUS INJURY
33.17359649,-96.13034887,B - SUSPECTED MINOR INJURY
32.66686342,-97.32098781,K - FATAL INJURY
30.37079814,-98.50249998,C - POSSIBLE INJURY
31.66005497,-106.23928917,C - POSSIBLE INJURY
32.77748829,-96.51798684,B - SUSPECTED MINOR INJURY
30.26424509,-97.73517506,B - SUSPECTED MINOR INJURY
33.2500483,-96.61842373,A - SUSPECTED SERIOUS INJURY
31.63618486,-106.15933238,B - SUSPECTED MINOR INJURY
33.0002896,-96.82936611,C - POSSIBLE INJURY
no data,no data,B - SUSPECTED MINOR INJURY
30.11442468,-93.80366348,C - POSSIBLE INJURY
32.81173638,-96.85307272,C - POSSIBLE INJURY
32.42839511,-99.73864186,C - POSSIBLE INJURY
no data,no data,B - SUSPECTED MINOR INJURY
29.77002304,-95.36517216,A - SUSPECTED SERIOUS INJURY
29.7305434,-98.95515126,B - SUSPECTED MINOR INJURY
30.3975034,-96.55161076,B - SUSPECTED MINOR INJURY
34.54058497,-102.25242227,K - FATAL INJURY
32.49345809,-95.1919127,K - FATAL INJURY
29.88313554,-95.25730232,B - SUSPECTED MINOR INJURY
30.40158619,-95.69958567,C - POSSIBLE INJURY
29.8241978,-99.53838312,A - SUSPECTED SERIOUS INJURY
33.20968172,-96.63805288,K - FATAL INJURY
29.49302497,-98.60335229,C - POSSIBLE INJURY
32.80881273,-96.79286961,B - SUSPECTED MINOR INJURY
31.89456555,-106.4579108,B - SUSPECTED MINOR INJURY
31.74841259,-106.33852429,N - NOT INJURED
29.40322643,-98.62418021,C - POSSIBLE INJURY
31.75220484,-106.33636036,C - POSSIBLE INJURY
32.84666369,-96.62968207,C - POSSIBLE INJURY
32.80505424,-96.61544262,C - POSSIBLE INJURY
31.79624483,-106.24767038,B - SUSPECTED MINOR INJURY
30.58113919,-96.28242454,B - SUSPECTED MINOR INJURY
29.59415327,-98.26910568,C - POSSIBLE INJURY
27.50709539,-99.50647689,B - SUSPECTED MINOR INJURY
32.70580868,-97.04414251,C - POSSIBLE INJURY
29.64912671,-95.15746305,C - POSSIBLE INJURY
32.56582102,-94.80675777,A - SUSPECTED SERIOUS INJURY
33.71425759,-95.63110175,C - POSSIBLE INJURY
33.07144385,-97.03162762,A - SUSPECTED SERIOUS INJURY
29.56733494,-98.26196237,N - NOT INJURED
no data,no data,B - SUSPECTED MINOR INJURY
30.54138075,-98.87893393,B - SUSPECTED MINOR INJURY
32.69252852,-96.8454381,B - SUSPECTED MINOR INJURY
29.47961014,-98.67467863,B - SUSPECTED MINOR INJURY
30.07367438,-99.19716741,C - POSSIBLE INJURY
30.28965477,-97.66941248,C - POSSIBLE INJURY
31.36530185,-97.31866251,A - SUSPECTED SERIOUS INJURY
29.61933989,-98.76279497,B - SUSPECTED MINOR INJURY
29.00589775,-95.39458833,C - POSSIBLE INJURY
32.74955356,-96.8806128,B - SUSPECTED MINOR INJURY
29.45130436,-95.27683701,A - SUSPECTED SERIOUS INJURY
29.92920585,-97.29440423,B - SUSPECTED MINOR INJURY
31.77812351,-106.45559568,K - FATAL INJURY
30.1984249,-97.76407047,A - SUSPECTED SERIOUS INJURY
32.24612796,-95.12818295,B - SUSPECTED MINOR INJURY
31.75333727,-106.495542,B - SUSPECTED MINOR INJURY
32.99194457,-96.70689975,C - POSSIBLE INJURY
29.57171593,-98.95501568,A - SUSPECTED SERIOUS INJURY
35.19267161,-101.83712762,B - SUSPECTED MINOR INJURY
29.47728118,-98.47235693,C - POSSIBLE INJURY
26.19280631,-98.1333237,A - SUSPECTED SERIOUS INJURY
30.218369,-97.85344123,B - SUSPECTED MINOR INJURY
33.52931,-101.88620089,B - SUSPECTED MINOR INJURY
32.82254823,-97.0612106,B - SUSPECTED MINOR INJURY
30.05540757,-94.1394539,B - SUSPECTED MINOR INJURY
32.71712888,-96.57316067,B - SUSPECTED MINOR INJURY
29.44906218,-95.07698366,B - SUSPECTED MINOR INJURY
30.61854253,-96.32346671,B - SUSPECTED MINOR INJURY
33.04150914,-96.35356312,N - NOT INJURED
29.6792528,-95.45177609,A - SUSPECTED SERIOUS INJURY
26.24093069,-98.1268894,B - SUSPECTED MINOR INJURY
27.78194527,-97.42177264,B - SUSPECTED MINOR INJURY
33.50543842,-101.9570446,C - POSSIBLE INJURY
29.41468498,-98.62462228,A - SUSPECTED SERIOUS INJURY
29.42801386,-98.62551359,K - FATAL INJURY
32.37837301,-95.25724789,A - SUSPECTED SERIOUS INJURY
35.85097839,-101.97745081,N - NOT INJURED
no data,no data,B - SUSPECTED MINOR INJURY
30.11272214,-95.94771053,C - POSSIBLE INJURY
29.71373646,-94.99506695,A - SUSPECTED SERIOUS INJURY
33.16236517,-94.65700213,C - POSSIBLE INJURY
33.56574339,-102.39218207,A - SUSPECTED SERIOUS INJURY
no data,no data,A - SUSPECTED SERIOUS INJURY
29.65590475,-95.35542654,C - POSSIBLE INJURY
31.76858485,-106.49842032,C - POSSIBLE INJURY
35.54980395,-100.96302134,C - POSSIBLE INJURY
33.69354975,-101.93284186,A - SUSPECTED SERIOUS INJURY
32.91671425,-97.27245244,A - SUSPECTED SERIOUS INJURY
32.79059297,-97.05778329,B - SUSPECTED MINOR INJURY
32.7579961,-97.05793037,B - SUSPECTED MINOR INJURY
29.70752388,-98.65733074,N - NOT INJURED
29.76206695,-95.42164308,N - NOT INJURED
27.71340979,-97.33911217,A - SUSPECTED SERIOUS INJURY
29.52682621,-99.22059477,B - SUSPECTED MINOR INJURY
29.94420914,-93.97626707,N - NOT INJURED
30.23596287,-97.68579864,B - SUSPECTED MINOR INJURY
32.46771673,-97.23607308,A - SUSPECTED SERIOUS INJURY
30.49239236,-96.47720856,B - SUSPECTED MINOR INJURY
32.78388452,-102.84645109,B - SUSPECTED MINOR INJURY
29.9584184,-97.87709265,A - SUSPECTED SERIOUS INJURY
30.05787358,-95.45458422,A - SUSPECTED SERIOUS INJURY
30.45022655,-95.17707831,B - SUSPECTED MINOR INJURY
29.62360736,-98.60935295,B - SUSPECTED MINOR INJURY
28.61176775,-97.29575912,A - SUSPECTED SERIOUS INJURY
33.34479581,-96.60980869,99 - UNKNOWN
28.71380489,-96.21205893,B - SUSPECTED MINOR INJURY
29.70350799,-95.36737381,C - POSSIBLE INJURY
33.07574419,-96.6202326,B - SUSPECTED MINOR INJURY
32.90476828,-96.4470353,B - SUSPECTED MINOR INJURY
30.53437054,-95.74124518,K - FATAL INJURY
29.77006802,-98.21250969,A - SUSPECTED SERIOUS INJURY
30.25615689,-97.55461726,B - SUSPECTED MINOR INJURY
29.9874093,-97.12198296,C - POSSIBLE INJURY
32.73001452,-96.6391952,99 - UNKNOWN
32.48079046,-95.14488222,A - SUSPECTED SERIOUS INJURY
26.18951554,-98.15548394,A - SUSPECTED SERIOUS INJURY
32.46116222,-99.7881326,B - SUSPECTED MINOR INJURY
29.60335696,-98.36616932,C - POSSIBLE INJURY
31.30767736,-94.74345078,B - SUSPECTED MINOR INJURY
32.96787425,-97.41953,A - SUSPECTED SERIOUS INJURY
31.43630945,-96.91671909,A - SUSPECTED SERIOUS INJURY
29.41344804,-98.47916486,A - SUSPECTED SERIOUS INJURY
32.82635425,-96.86888254,C - POSSIBLE INJURY
29.48475868,-95.10532784,B - SUSPECTED MINOR INJURY
30.16237884,-97.65138058,C - POSSIBLE INJURY
32.47528495,-95.64221755,B - SUSPECTED MINOR INJURY
no data,no data,N - NOT INJURED
30.21083479,-97.73786747,B - SUSPECTED MINOR INJURY
29.82207479,-95.33759309,B - SUSPECTED MINOR INJURY
32.96856422,-96.82122255,A - SUSPECTED SERIOUS INJURY
26.17482562,-98.00725636,C - POSSIBLE INJURY
27.69624292,-97.41121475,N - NOT INJURED
30.45722886,-97.82394152,B - SUSPECTED MINOR INJURY
29.67169815,-95.28915384,C - POSSIBLE INJURY
29.51433646,-98.43699618,B - SUSPECTED MINOR INJURY
33.26286983,-97.22067348,N - NOT INJURED
33.0344442,-96.67077259,B - SUSPECTED MINOR INJURY
28.52992428,-99.85581225,C - POSSIBLE INJURY
30.08066484,-94.91172104,B - SUSPECTED MINOR INJURY
30.35233896,-97.53675372,A - SUSPECTED SERIOUS INJURY
32.93988418,-96.71819258,B - SUSPECTED MINOR INJURY
32.95351072,-95.89589556,C - POSSIBLE INJURY
32.99939221,-96.84373255,N - NOT INJURED
29.56348419,-98.33834076,C - POSSIBLE INJURY
28.03867903,-97.53054986,A - SUSPECTED SERIOUS INJURY
29.28326287,-95.45449825,B - SUSPECTED MINOR INJURY
33.19425345,-96.67488705,N - NOT INJURED
26.36210045,-97.59435271,B - SUSPECTED MINOR INJURY
26.22243113,-98.2590189,C - POSSIBLE INJURY
35.05833722,-101.91910929,C - POSSIBLE INJURY
no data,no data,N - NOT INJURED
32.62989957,-97.32158418,B - SUSPECTED MINOR INJURY
31.47177654,-100.43727824,A - SUSPECTED SERIOUS INJURY
29.42913554,-95.2443746,C - POSSIBLE INJURY
30.38184378,-97.74096055,A - SUSPECTED SERIOUS INJURY
30.22791103,-97.76856829,N - NOT INJURED
29.52056485,-98.50033275,N - NOT INJURED
30.4406458,-97.74513163,B - SUSPECTED MINOR INJURY
32.71371418,-97.06283547,C - POSSIBLE INJURY
29.22796827,-98.30907171,C - POSSIBLE INJURY
29.52969098,-98.6848504,C - POSSIBLE INJURY
31.10539711,-97.69704245,B - SUSPECTED MINOR INJURY
29.5203028,-98.48189767,B - SUSPECTED MINOR INJURY
32.74099209,-97.020438,C - POSSIBLE INJURY
29.72354344,-94.99176723,A - SUSPECTED SERIOUS INJURY
32.66664429,-97.16245249,B - SUSPECTED MINOR INJURY
29.48951863,-95.16147898,C - POSSIBLE INJURY
32.51957463,-99.61636992,A - SUSPECTED SERIOUS INJURY
no data,no data,B - SUSPECTED MINOR INJURY
29.41563178,-98.64960957,N - NOT INJURED
35.24668659,-101.91462177,B - SUSPECTED MINOR INJURY
29.97651569,-98.27092674,A - SUSPECTED SERIOUS INJURY
31.11515525,-97.90543926,B - SUSPECTED MINOR INJURY
32.23382209,-97.75371728,N - NOT INJURED
29.96599666,-99.44744808,A - SUSPECTED SERIOUS INJURY
32.37631563,-97.06443438,B - SUSPECTED MINOR INJURY
31.0604414,-97.81614761,B - SUSPECTED MINOR INJURY
32.90330532,-96.89793037,K - FATAL INJURY
32.49079055,-97.12332125,A - SUSPECTED SERIOUS INJURY
33.24877162,-96.50205939,B - SUSPECTED MINOR INJURY
32.75685607,-97.31907368,A - SUSPECTED SERIOUS INJURY
29.82454387,-96.03757349,A - SUSPECTED SERIOUS INJURY
31.50296464,-100.46027173,A - SUSPECTED SERIOUS INJURY
29.44972452,-95.74609637,A - SUSPECTED SERIOUS INJURY
30.06322873,-93.7579353,A - SUSPECTED SERIOUS INJURY
29.01024289,-95.40783044,B - SUSPECTED MINOR INJURY
30.38887832,-95.29729776,B - SUSPECTED MINOR INJURY
30.27956446,-97.72234725,B - SUSPECTED MINOR INJURY
32.94121538,-96.6224262,A - SUSPECTED SERIOUS INJURY
32.01488945,-102.23518589,A - SUSPECTED SERIOUS INJURY
32.73955759,-97.48133493,B - SUSPECTED MINOR INJURY
no data,no data,99 - UNKNOWN
29.82515224,-97.91958045,A - SUSPECTED SERIOUS INJURY
31.06506162,-97.80446723,A - SUSPECTED SERIOUS INJURY
31.76254476,-106.48847355,C - POSSIBLE INJURY
31.11964919,-97.76852121,N - NOT INJURED
29.37461498,-98.38631234,B - SUSPECTED MINOR INJURY
29.68068468,-95.45792221,B - SUSPECTED MINOR INJURY
30.47789926,-97.90146566,B - SUSPECTED MINOR INJURY
33.68139267,-97.07370758,N - NOT INJURED
no data,no data,N - NOT INJURED
26.18686023,-97.72518848,A - SUSPECTED SERIOUS INJURY
32.67781162,-97.14941968,B - SUSPECTED MINOR INJURY
31.45890702,-100.46511865,K - FATAL INJURY
32.56067432,-97.30315245,B - SUSPECTED MINOR INJURY
29.78794196,-98.7163683,C - POSSIBLE INJURY
29.43944497,-98.49040231,B - SUSPECTED MINOR INJURY
30.07372076,-99.23633523,B - SUSPECTED MINOR INJURY
29.76215309,-95.96761169,C - POSSIBLE INJURY
29.92868478,-95.62400302,A - SUSPECTED SERIOUS INJURY
30.34867096,-97.5593338,N - NOT INJURED
32.96038204,-97.29861824,C - POSSIBLE INJURY
29.78100677,-95.15162241,B - SUSPECTED MINOR INJURY
33.0432342,-96.70823258,B - SUSPECTED MINOR INJURY
32.06152069,-94.06905838,B - SUSPECTED MINOR INJURY
29.8667962,-96.34890857,B - SUSPECTED MINOR INJURY
27.70764799,-97.37007791,N - NOT INJURED
31.8628058,-102.50321113,B - SUSPECTED MINOR INJURY
29.52676262,-95.39279884,B - SUSPECTED MINOR INJURY
29.50865851,-95.11742485,B - SUSPECTED MINOR INJURY
31.74663869,-105.28004035,A - SUSPECTED SERIOUS INJURY
32.85399045,-96.3803404,N - NOT INJURED
31.80674286,-106.26826338,B - SUSPECTED MINOR INJURY
31.72457375,-106.350422,A - SUSPECTED SERIOUS INJURY
no data,no data,A - SUSPECTED SERIOUS INJURY
no data,no data,A - SUSPECTED SERIOUS INJURY
29.81394701,-95.39151406,C - POSSIBLE INJURY
29.80832204,-95.33610834,A - SUSPECTED SERIOUS INJURY
30.35760476,-97.69342247,B - SUSPECTED MINOR INJURY
26.68504154,-98.3737565,N - NOT INJURED
29.94576176,-95.56454797,C - POSSIBLE INJURY
32.07155123,-102.17709581,A - SUSPECTED SERIOUS INJURY
29.62154673,-98.86605897,B - SUSPECTED MINOR INJURY
29.04041169,-95.42813983,C - POSSIBLE INJURY
30.53505553,-95.494733,C - POSSIBLE INJURY
30.51945652,-97.68853081,N - NOT INJURED
35.19407743,-101.83927021,A - SUSPECTED SERIOUS INJURY
33.01396558,-96.95806854,B - SUSPECTED MINOR INJURY
29.80157785,-95.45629482,B - SUSPECTED MINOR INJURY
30.74763107,-94.43331579,N - NOT INJURED
33.09176385,-96.0836967,B - SUSPECTED MINOR INJURY
33.05878925,-96.82379282,B - SUSPECTED MINOR INJURY
29.71937496,-95.87774085,N - NOT INJURED
29.98988825,-95.25830858,A - SUSPECTED SERIOUS INJURY
30.35651073,-95.09050548,99 - UNKNOWN
33.75335185,-96.53696507,A - SUSPECTED SERIOUS INJURY
28.69961518,-100.50380596,N - NOT INJURED
29.60338596,-98.27909259,B - SUSPECTED MINOR INJURY
32.17151246,-94.87289014,C - POSSIBLE INJURY
31.45231818,-97.38579334,C - POSSIBLE INJURY
32.5181086,-97.07590672,A - SUSPECTED SERIOUS INJURY
30.41911646,-98.10776847,N - NOT INJURED
35.18410406,-101.81322117,C - POSSIBLE INJURY
29.41596498,-98.58778229,B - SUSPECTED MINOR INJURY
30.67747832,-96.31637879,A - SUSPECTED SERIOUS INJURY
32.65840803,-97.77492291,C - POSSIBLE INJURY
31.10727461,-97.68401244,B - SUSPECTED MINOR INJURY
30.4910231,-97.97917891,A - SUSPECTED SERIOUS INJURY
31.76086431,-106.25565764,A - SUSPECTED SERIOUS INJURY
32.78455127,-95.28444154,B - SUSPECTED MINOR INJURY
no data,no data,B - SUSPECTED MINOR INJURY
31.57621124,-99.92110586,A - SUSPECTED SERIOUS INJURY
32.88721423,-96.78338613,C - POSSIBLE INJURY
30.139083,-94.35995849,B - SUSPECTED MINOR INJURY
32.2852995,-97.0169415,C - POSSIBLE INJURY
29.61483839,-94.68094479,N - NOT INJURED
26.25173609,-98.2172844,B - SUSPECTED MINOR INJURY
30.22242479,-97.82822244,A - SUSPECTED SERIOUS INJURY
35.20485711,-101.84789734,B - SUSPECTED MINOR INJURY
33.01534773,-96.04754599,C - POSSIBLE INJURY
32.57109916,-97.49079765,B - SUSPECTED MINOR INJURY
29.89729016,-100.01646138,A - SUSPECTED SERIOUS INJURY
30.72110938,-98.38326712,B - SUSPECTED MINOR INJURY
32.67426426,-96.60459264,B - SUSPECTED MINOR INJURY
31.64771213,-97.14359406,K - FATAL INJURY
29.38546332,-95.49073679,A - SUSPECTED SERIOUS INJURY
33.19485265,-97.0542375,A - SUSPECTED SERIOUS INJURY
35.17843406,-101.82223654,A - SUSPECTED SERIOUS INJURY
32.75779427,-97.06007251,B - SUSPECTED MINOR INJURY
30.18690527,-98.11185786,A - SUSPECTED SERIOUS INJURY
31.53576484,-97.20309153,C - POSSIBLE INJURY
29.4223933,-94.96124756,A - SUSPECTED SERIOUS INJURY
33.40721583,-94.06066889,B - SUSPECTED MINOR INJURY
29.60516331,-98.21880561,B - SUSPECTED MINOR INJURY
33.06415586,-97.24384137,C - POSSIBLE INJURY
31.31969404,-94.69906307,A - SUSPECTED SERIOUS INJURY
32.7360509,-97.06318571,B - SUSPECTED MINOR INJURY
29.75903669,-94.9272148,C - POSSIBLE INJURY
32.43508933,-96.90954903,N - NOT INJURED
26.21746989,-98.16996269,C - POSSIBLE INJURY
29.4138019,-98.43101914,B - SUSPECTED MINOR INJURY
28.86743379,-97.16261772,A - SUSPECTED SERIOUS INJURY
32.55370534,-94.752021,B - SUSPECTED MINOR INJURY
30.54032694,-97.56279506,C - POSSIBLE INJURY
33.20985141,-97.09080779,B - SUSPECTED MINOR INJURY
32.69071252,-96.5947154,A - SUSPECTED SERIOUS INJURY
29.44673254,-98.67908926,B - SUSPECTED MINOR INJURY
30.08445141,-94.14397583,C - POSSIBLE INJURY
29.8070948,-95.52451305,C - POSSIBLE INJURY
29.9905633,-98.08791498,A - SUSPECTED SERIOUS INJURY
29.80199482,-95.77545239,N - NOT INJURED
33.00016381,-96.99493366,B - SUSPECTED MINOR INJURY
29.8904496,-99.79260229,A - SUSPECTED SERIOUS INJURY
31.51644174,-94.69828235,B - SUSPECTED MINOR INJURY
32.55664099,-97.21348218,A - SUSPECTED SERIOUS INJURY
32.95260833,-96.62637407,B - SUSPECTED MINOR INJURY
29.82219253,-98.16641973,A - SUSPECTED SERIOUS INJURY
31.88580862,-106.56648269,B - SUSPECTED MINOR INJURY
30.03498177,-95.25879499,N - NOT INJURED
29.8834013,-97.93877332,A - SUSPECTED SERIOUS INJURY
32.99187958,-99.79327054,N - NOT INJURED
32.83771738,-97.10735532,B - SUSPECTED MINOR INJURY
25.96632566,-97.52458267,N - NOT INJURED
27.82153919,-97.3902018,A - SUSPECTED SERIOUS INJURY
32.8372388,-96.97364433,C - POSSIBLE INJURY
29.7786865,-95.37411025,C - POSSIBLE INJURY
29.74110243,-98.69000698,B - SUSPECTED MINOR INJURY
33.19584977,-95.57260397,A - SUSPECTED SERIOUS INJURY
31.73407707,-97.01633337,A - SUSPECTED SERIOUS INJURY
31.20930109,-105.77675766,B - SUSPECTED MINOR INJURY
32.00410462,-102.1408913,C - POSSIBLE INJURY
30.50284545,-97.91959323,B - SUSPECTED MINOR INJURY
30.64239724,-95.14236196,C - POSSIBLE INJURY
31.45413668,-97.17464764,A - SUSPECTED SERIOUS INJURY
33.09781191,-96.80551483,B - SUSPECTED MINOR INJURY
30.64215574,-97.94122022,A - SUSPECTED SERIOUS INJURY
33.50038829,-96.4159494,B - SUSPECTED MINOR INJURY
29.73950281,-98.68822605,K - FATAL INJURY
27.47180364,-99.44692139,B - SUSPECTED MINOR INJURY
29.57257542,-95.16635382,C - POSSIBLE INJURY
33.12580899,-96.13413788,C - POSSIBLE INJURY
33.56635208,-96.60322689,A - SUSPECTED SERIOUS INJURY
29.35378195,-98.19202158,A - SUSPECTED SERIOUS INJURY
29.90383479,-95.83344296,C - POSSIBLE INJURY
no data,no data,B - SUSPECTED MINOR INJURY
27.67678529,-97.34458266,C - POSSIBLE INJURY
30.35968589,-97.7164661,K - FATAL INJURY
31.55594679,-102.89657124,B - SUSPECTED MINOR INJURY
30.05422869,-95.49862336,B - SUSPECTED MINOR INJURY
29.85549888,-95.28170783,K - FATAL INJURY
32.09834339,-101.28126595,K - FATAL INJURY
33.48494639,-97.16221296,B - SUSPECTED MINOR INJURY
29.62680167,-98.60830182,B - SUSPECTED MINOR INJURY
33.55437491,-96.45393118,K - FATAL INJURY
29.68306973,-95.34939265,C - POSSIBLE INJURY
29.85722633,-95.40114032,C - POSSIBLE INJURY
32.65786039,-97.16690553,99 - UNKNOWN
32.78718855,-96.76604807,B - SUSPECTED MINOR INJURY
30.20834474,-96.37389281,B - SUSPECTED MINOR INJURY
no data,no data,A - SUSPECTED SERIOUS INJURY
26.14821306,-97.66510696,A - SUSPECTED SERIOUS INJURY
29.36564051,-98.58760628,A - SUSPECTED SERIOUS INJURY
27.70234331,-97.33549269,B - SUSPECTED MINOR INJURY
30.03602993,-98.03370049,B - SUSPECTED MINOR INJURY
29.84850883,-95.33643892,B - SUSPECTED MINOR INJURY
30.47239503,-95.69474215,K - FATAL INJURY
32.93216009,-96.86930753,B - SUSPECTED MINOR INJURY
32.68697779,-95.83745218,A - SUSPECTED SERIOUS INJURY
29.77875421,-95.3134931,C - POSSIBLE INJURY
no data,no data,C - POSSIBLE INJURY
29.289385,-98.40353234,N - NOT INJURED
29.62367748,-98.49482022,C - POSSIBLE INJURY
31.06681139,-97.76317104,K - FATAL INJURY
32.47221703,-97.01525842,B - SUSPECTED MINOR INJURY
33.21889754,-96.79321691,B - SUSPECTED MINOR INJURY
33.3300131,-96.74448185,B - SUSPECTED MINOR INJURY
29.7365348,-95.29047311,B - SUSPECTED MINOR INJURY
no data,no data,A - SUSPECTED SERIOUS INJURY
29.80197668,-95.3420385,B - SUSPECTED MINOR INJURY
32.83228424,-97.20786035,A - SUSPECTED SERIOUS INJURY
35.16161406,-101.86242116,99 - UNKNOWN
32.78246707,-96.78723203,B - SUSPECTED MINOR INJURY
35.66937773,-101.54766391,A - SUSPECTED SERIOUS INJURY
29.69490481,-95.3269031,B - SUSPECTED MINOR INJURY
32.85561722,-94.80656799,A - SUSPECTED SERIOUS INJURY
32.12596503,-94.2938378,A - SUSPECTED SERIOUS INJURY
30.31091504,-97.65781373,A - SUSPECTED SERIOUS INJURY
30.07797556,-94.13570621,A - SUSPECTED SERIOUS INJURY
29.37436429,-100.86955957,B - SUSPECTED MINOR INJURY
30.13508996,-95.6548319,A - SUSPECTED SERIOUS INJURY
28.68347908,-96.81700737,A - SUSPECTED SERIOUS INJURY
32.48834767,-96.61172537,B - SUSPECTED MINOR INJURY
30.13412387,-97.08031058,C - POSSIBLE INJURY
34.79950696,-102.41137759,A - SUSPECTED SERIOUS INJURY
32.79893066,-96.76151884,A - SUSPECTED SERIOUS INJURY
32.66833397,-97.66532992,N - NOT INJURED
31.85130171,-106.44028929,B - SUSPECTED MINOR INJURY
33.25234416,-96.78787254,B - SUSPECTED MINOR INJURY
30.16612434,-96.42397308,B - SUSPECTED MINOR INJURY
32.80720644,-96.84159527,C - POSSIBLE INJURY
32.96832702,-96.89746293,K - FATAL INJURY
32.66344702,-97.20690247,A - SUSPECTED SERIOUS INJURY
no data,no data,C - POSSIBLE INJURY
29.89105632,-99.79165688,B - SUSPECTED MINOR INJURY
32.44830785,-99.70623508,A - SUSPECTED SERIOUS INJURY
29.68714751,-97.64654552,A - SUSPECTED SERIOUS INJURY
28.82723448,-96.99707528,A - SUSPECTED SERIOUS INJURY
31.83942795,-106.57039642,B - SUSPECTED MINOR INJURY
30.63325318,-96.36828539,B - SUSPECTED MINOR INJURY
33.88048403,-98.57798974,B - SUSPECTED MINOR INJURY
31.75623185,-106.35117441,N - NOT INJURED
32.79394719,-96.62535048,C - POSSIBLE INJURY
31.8710451,-102.38127626,C - POSSIBLE INJURY
29.44751438,-98.35316704,B - SUSPECTED MINOR INJURY
