person_age,person_gender,person_ethnicity,person_injury_severity,driver_license_class,person_age
26,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,26
54,2 - FEMALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,54
62,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,AM - CLASS A AND M,62
56,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,56
37,1 - MALE,W - WHITE,K - FATAL INJURY,CM - CLASS C AND M,37
47,1 - MALE,W - WHITE,K - FATAL INJURY,98 - OTHER/OUT OF STATE,47
55,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,55
22,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,22
28,1 - MALE,W - WHITE,N - NOT INJURED,CM - CLASS C AND M,28
26,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,26
30,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,5 - UNLICENSED,30
43,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,43
23,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,23
45,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,5 - UNLICENSED,45
no data,1 - MALE,99 - UNKNOWN,99 - UNKNOWN,99 - UNKNOWN,no data
33,1 - MALE,A - ASIAN,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,33
39,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,C - CLASS C,39
no data,99 - UNKNOWN,99 - UNKNOWN,99 - UNKNOWN,99 - UNKNOWN,no data
56,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,56
21,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,21
24,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,24
33,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,33
64,1 - MALE,W - WHITE,N - NOT INJURED,CM - CLASS C AND M,64
34,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,A - CLASS A,34
35,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,35
20,1 - MALE,W - WHITE,N - NOT INJURED,98 - OTHER/OUT OF STATE,20
29,2 - FEMALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,C - CLASS C,29
43,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,43
28,2 - FEMALE,W - WHITE,B - SUSPECTED MINOR INJURY,98 - OTHER/OUT OF STATE,28
50,1 - MALE,H - HISPANIC,99 - UNKNOWN,99 - UNKNOWN,50
38,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,C - CLASS C,38
42,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,42
55,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,55
37,2 - FEMALE,H - HISPANIC,C - POSSIBLE INJURY,AM - CLASS A AND M,37
54,1 - MALE,B - BLACK,N - NOT INJURED,CM - CLASS C AND M,54
21,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,21
22,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,C - CLASS C,22
39,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,39
21,1 - MALE,I - AMER. INDIAN/ALASKAN NATIVE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,21
49,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,98 - OTHER/OUT OF STATE,49
50,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,5 - UNLICENSED,50
57,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,57
24,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,98 - OTHER/OUT OF STATE,24
46,1 - MALE,W - WHITE,N - NOT INJURED,CM - CLASS C AND M,46
62,1 - MALE,W - WHITE,K - FATAL INJURY,CM - CLASS C AND M,62
23,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,5 - UNLICENSED,23
27,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,27
33,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,33
43,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,C - CLASS C,43
28,1 - MALE,W - WHITE,N - NOT INJURED,CM - CLASS C AND M,28
30,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,30
44,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,44
39,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,39
62,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,62
28,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,28
18,1 - MALE,98 - OTHER,C - POSSIBLE INJURY,98 - OTHER/OUT OF STATE,18
27,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,27
51,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,51
45,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,45
36,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,36
68,1 - MALE,W - WHITE,N - NOT INJURED,CM - CLASS C AND M,68
51,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,A - CLASS A,51
58,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,AM - CLASS A AND M,58
45,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,5 - UNLICENSED,45
24,1 - MALE,W - WHITE,K - FATAL INJURY,CM - CLASS C AND M,24
34,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,34
34,1 - MALE,H - HISPANIC,N - NOT INJURED,C - CLASS C,34
45,1 - MALE,H - HISPANIC,N - NOT INJURED,5 - UNLICENSED,45
59,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,59
39,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,C - CLASS C,39
54,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,M - CLASS M,54
45,1 - MALE,W - WHITE,K - FATAL INJURY,C - CLASS C,45
42,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,98 - OTHER/OUT OF STATE,42
no data,99 - UNKNOWN,99 - UNKNOWN,N - NOT INJURED,99 - UNKNOWN,no data
25,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,25
37,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,37
33,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,CM - CLASS C AND M,33
22,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,22
35,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,35
30,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,30
29,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,29
33,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,C - CLASS C,33
25,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,5 - UNLICENSED,25
12,1 - MALE,W - WHITE,C - POSSIBLE INJURY,5 - UNLICENSED,12
57,1 - MALE,W - WHITE,N - NOT INJURED,CM - CLASS C AND M,57
52,1 - MALE,W - WHITE,N - NOT INJURED,M - CLASS M,52
50,1 - MALE,W - WHITE,K - FATAL INJURY,C - CLASS C,50
22,1 - MALE,B - BLACK,C - POSSIBLE INJURY,C - CLASS C,22
48,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,C - CLASS C,48
35,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,35
20,2 - FEMALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,20
22,1 - MALE,H - HISPANIC,N - NOT INJURED,C - CLASS C,22
52,2 - FEMALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,52
18,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,18
27,2 - FEMALE,W - WHITE,K - FATAL INJURY,CM - CLASS C AND M,27
61,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,98 - OTHER/OUT OF STATE,61
24,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,24
41,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,41
no data,1 - MALE,W - WHITE,C - POSSIBLE INJURY,99 - UNKNOWN,no data
38,1 - MALE,B - BLACK,99 - UNKNOWN,99 - UNKNOWN,38
25,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,25
25,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,C - CLASS C,25
63,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,63
64,1 - MALE,W - WHITE,K - FATAL INJURY,CM - CLASS C AND M,64
27,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,98 - OTHER/OUT OF STATE,27
54,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,C - CLASS C,54
36,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,36
57,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,57
30,1 - MALE,H - HISPANIC,N - NOT INJURED,98 - OTHER/OUT OF STATE,30
38,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,5 - UNLICENSED,38
22,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,C - CLASS C,22
25,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,A - CLASS A,25
59,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,59
21,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,21
41,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,41
63,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,CM - CLASS C AND M,63
29,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,C - CLASS C,29
26,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,C - CLASS C,26
25,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,25
24,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,24
42,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,42
56,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,56
38,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,38
68,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,AM - CLASS A AND M,68
47,2 - FEMALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,47
19,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,5 - UNLICENSED,19
59,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,98 - OTHER/OUT OF STATE,59
50,2 - FEMALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,50
51,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,51
53,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,53
52,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,52
28,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,B - CLASS B,28
29,2 - FEMALE,B - BLACK,B - SUSPECTED MINOR INJURY,5 - UNLICENSED,29
21,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,5 - UNLICENSED,21
38,1 - MALE,W - WHITE,99 - UNKNOWN,C - CLASS C,38
24,2 - FEMALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,24
64,1 - MALE,98 - OTHER,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,64
40,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,40
30,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,98 - OTHER/OUT OF STATE,30
61,1 - MALE,W - WHITE,K - FATAL INJURY,CM - CLASS C AND M,61
50,1 - MALE,W - WHITE,K - FATAL INJURY,C - CLASS C,50
23,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,C - CLASS C,23
64,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,CM - CLASS C AND M,64
40,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,40
17,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,5 - UNLICENSED,17
54,1 - MALE,W - WHITE,N - NOT INJURED,CM - CLASS C AND M,54
63,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,63
42,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,98 - OTHER/OUT OF STATE,42
26,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,5 - UNLICENSED,26
23,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,23
29,1 - MALE,W - WHITE,C - POSSIBLE INJURY,BM - CLASS B AND M,29
30,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,30
25,2 - FEMALE,W - WHITE,N - NOT INJURED,CM - CLASS C AND M,25
63,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,63
40,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,40
60,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,60
24,1 - MALE,W - WHITE,N - NOT INJURED,CM - CLASS C AND M,24
20,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,20
33,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,5 - UNLICENSED,33
47,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,47
20,1 - MALE,W - WHITE,N - NOT INJURED,CM - CLASS C AND M,20
44,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,44
65,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,65
60,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,60
34,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,34
46,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,46
53,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,53
47,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,47
31,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,31
80,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,80
31,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,98 - OTHER/OUT OF STATE,31
47,2 - FEMALE,B - BLACK,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,47
18,1 - MALE,A - ASIAN,C - POSSIBLE INJURY,C - CLASS C,18
45,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,CM - CLASS C AND M,45
58,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,58
27,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,27
50,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,5 - UNLICENSED,50
25,1 - MALE,W - WHITE,C - POSSIBLE INJURY,98 - OTHER/OUT OF STATE,25
54,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,54
42,1 - MALE,W - WHITE,C - POSSIBLE INJURY,AM - CLASS A AND M,42
47,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,47
35,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,C - CLASS C,35
56,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,56
24,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,C - CLASS C,24
28,1 - MALE,W - WHITE,K - FATAL INJURY,BM - CLASS B AND M,28
32,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,32
34,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,34
55,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,BM - CLASS B AND M,55
48,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,no data,48
39,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,C - CLASS C,39
26,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,26
35,1 - MALE,H - HISPANIC,N - NOT INJURED,CM - CLASS C AND M,35
36,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,36
29,1 - MALE,98 - OTHER,A - SUSPECTED SERIOUS INJURY,98 - OTHER/OUT OF STATE,29
38,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,38
68,2 - FEMALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,68
30,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,30
67,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,67
28,1 - MALE,B - BLACK,C - POSSIBLE INJURY,C - CLASS C,28
25,1 - MALE,B - BLACK,C - POSSIBLE INJURY,B - CLASS B,25
43,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,43
37,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,37
69,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,69
51,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,51
37,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,37
52,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,52
32,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,32
58,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,AM - CLASS A AND M,58
34,2 - FEMALE,W - WHITE,N - NOT INJURED,5 - UNLICENSED,34
29,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,29
62,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,62
69,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,69
31,1 - MALE,W - WHITE,C - POSSIBLE INJURY,B - CLASS B,31
29,1 - MALE,W - WHITE,K - FATAL INJURY,98 - OTHER/OUT OF STATE,29
no data,99 - UNKNOWN,99 - UNKNOWN,99 - UNKNOWN,99 - UNKNOWN,no data
72,1 - MALE,H - HISPANIC,N - NOT INJURED,CM - CLASS C AND M,72
42,1 - MALE,W - WHITE,N - NOT INJURED,C - CLASS C,42
48,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,48
32,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,32
51,1 - MALE,W - WHITE,N - NOT INJURED,CM - CLASS C AND M,51
48,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,48
20,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,20
19,1 - MALE,98 - OTHER,K - FATAL INJURY,CM - CLASS C AND M,19
31,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,31
29,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,29
29,2 - FEMALE,A - ASIAN,K - FATAL INJURY,CM - CLASS C AND M,29
20,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,98 - OTHER/OUT OF STATE,20
48,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,AM - CLASS A AND M,48
28,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,28
23,1 - MALE,W - WHITE,K - FATAL INJURY,CM - CLASS C AND M,23
34,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,34
45,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,C - CLASS C,45
56,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,56
49,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,49
35,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,35
20,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,20
44,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,A - CLASS A,44
20,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,20
55,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,5 - UNLICENSED,55
61,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,61
29,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,29
51,1 - MALE,W - WHITE,C - POSSIBLE INJURY,AM - CLASS A AND M,51
39,1 - MALE,W - WHITE,K - FATAL INJURY,CM - CLASS C AND M,39
19,2 - FEMALE,98 - OTHER,C - POSSIBLE INJURY,CM - CLASS C AND M,19
25,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,5 - UNLICENSED,25
15,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,15
56,2 - FEMALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,56
26,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,5 - UNLICENSED,26
49,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,AM - CLASS A AND M,49
29,2 - FEMALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,29
29,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,29
20,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,20
46,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,98 - OTHER/OUT OF STATE,46
38,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,38
31,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,31
52,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,A - CLASS A,52
26,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,26
33,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,B - CLASS B,33
48,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,48
50,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,50
28,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,28
18,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,C - CLASS C,18
38,1 - MALE,W - WHITE,C - POSSIBLE INJURY,98 - OTHER/OUT OF STATE,38
36,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,C - CLASS C,36
34,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,34
49,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,49
27,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,C - CLASS C,27
35,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,35
30,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,C - CLASS C,30
58,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,58
19,1 - MALE,98 - OTHER,B - SUSPECTED MINOR INJURY,C - CLASS C,19
41,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,41
32,1 - MALE,W - WHITE,C - POSSIBLE INJURY,98 - OTHER/OUT OF STATE,32
65,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,65
37,1 - MALE,W - WHITE,K - FATAL INJURY,CM - CLASS C AND M,37
34,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,34
27,1 - MALE,98 - OTHER,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,27
47,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,47
28,1 - MALE,98 - OTHER,A - SUSPECTED SERIOUS INJURY,5 - UNLICENSED,28
no data,99 - UNKNOWN,99 - UNKNOWN,99 - UNKNOWN,99 - UNKNOWN,no data
55,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,55
19,1 - MALE,98 - OTHER,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,19
59,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,59
65,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,65
68,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,68
21,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,21
59,2 - FEMALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,59
21,1 - MALE,B - BLACK,N - NOT INJURED,CM - CLASS C AND M,21
43,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,99 - UNKNOWN,43
20,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,20
50,2 - FEMALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,50
48,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,48
52,1 - MALE,W - WHITE,C - POSSIBLE INJURY,5 - UNLICENSED,52
22,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,22
21,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,21
58,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,5 - UNLICENSED,58
62,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,62
42,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,5 - UNLICENSED,42
30,1 - MALE,W - WHITE,N - NOT INJURED,98 - OTHER/OUT OF STATE,30
57,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,CM - CLASS C AND M,57
no data,1 - MALE,B - BLACK,99 - UNKNOWN,99 - UNKNOWN,no data
