crash_id,person_age,charge,person_ethnicity,financial_responsibility_type,crash_date,day_of_week,person_gender,person_helmet,driver_license_class,driver_license_endorsements,driver_drug_test_result,driver_license_state,driver_license_type,person_injury_severity
17066499,30,"UNSAFE SPEED (TXTRC 545.351), OPERATE MOTOR VEHICLE W/O FINANCIAL RESPONSIBILITY, DRIVING WHILE LICENSE INVALID (TXTRC 521.457 (E))",H - HISPANIC,no data,2019-04-27,SATURDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
17086285,52,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2019-04-28,SUNDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,K - FATAL INJURY
17068743,22,"DRIVING WHILE INTOXICATED, EVADING ARREST DETENTION W/VEH",H - HISPANIC,2 - PROOF OF LIABILITY INSURANCE,2019-04-29,MONDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,99 - UNKNOWN,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
17065980,27,"UNSAFE SPEED, IMPROPER LICENSE FOR TYPE OF VEHICLE",W - WHITE,no data,2019-05-03,FRIDAY,1 - MALE,"3 - WORN, NOT DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,N - NOT INJURED
17066523,32,UNSAFE SPEED,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2019-05-03,FRIDAY,1 - MALE,"2 - WORN, DAMAGED",98 - OTHER/OUT OF STATE,OTHER/OUT OF STATE,97 - NOT APPLICABLE,MX - MEXICO,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
17070809,30,FAIL TO CONTROL SPEED,B - BLACK,no data,2019-05-03,FRIDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
17065988,58,"DRIVING WHILE LICENSE INVALID, FTYROW- RIGHT TURN",W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2019-05-05,SUNDAY,1 - MALE,"3 - WORN, NOT DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
17069761,75,NO CHARGES,W - WHITE,1 - LIABILITY INSURANCE POLICY,2019-05-05,SUNDAY,1 - MALE,"4 - WORN, UNK DAMAGE",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
17070565,43,"UNSAFE SPEED, NO RESTRICTED CLASS M LICENSE- MOTOR DRIVEN CYCLE",H - HISPANIC,2 - PROOF OF LIABILITY INSURANCE,2019-05-05,SUNDAY,1 - MALE,"3 - WORN, NOT DAMAGED",B - CLASS B,"PASSENGER, SCHOOL BUS",97 - NOT APPLICABLE,TX - TEXAS,2 - COMMERCIAL DRIVER LIC.,A - SUSPECTED SERIOUS INJURY
17078772,53,UNSAFE SPEED,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2019-05-05,SUNDAY,2 - FEMALE,"3 - WORN, NOT DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
17078781,48,UNSAFE SPEED,H - HISPANIC,2 - PROOF OF LIABILITY INSURANCE,2019-05-05,SUNDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
17066670,32,NO CHARGES,W - WHITE,1 - LIABILITY INSURANCE POLICY,2019-05-06,MONDAY,1 - MALE,1 - NOT WORN,98 - OTHER/OUT OF STATE,NONE,97 - NOT APPLICABLE,TN - TENNESSEE,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
17067065,32,"FAIL TO MAINTAIN PROPER CONTROL, NO MOTORCYCLE LICENSE, NO INSURANCE, NO MOTORCYCLE HELMET, DISPLAY LICENSE PLATE BELONGING TO ANOTHER VEHICLE",W - WHITE,no data,2019-05-07,TUESDAY,1 - MALE,1 - NOT WORN,5 - UNLICENSED,UNLICENSED,97 - NOT APPLICABLE,TX - TEXAS,4 - ID CARD,B - SUSPECTED MINOR INJURY
17067284,57,DRIVING WHILE INTOXICATED 3RD OR MORE,W - WHITE,no data,2019-05-09,THURSDAY,1 - MALE,"3 - WORN, NOT DAMAGED",5 - UNLICENSED,UNLICENSED,99 - UNKNOWN,TX - TEXAS,4 - ID CARD,N - NOT INJURED
17065911,50,NO CHARGES,W - WHITE,1 - LIABILITY INSURANCE POLICY,2019-05-10,FRIDAY,1 - MALE,"2 - WORN, DAMAGED",A - CLASS A,"PASSENGER, SCHOOL BUS",97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
17067265,30,"UNSAFE SPEED, FAILURE TO MAINTAIN FINANCIAL RESPONSIBILITY",H - HISPANIC,no data,2019-05-11,SATURDAY,1 - MALE,1 - NOT WORN,98 - OTHER/OUT OF STATE,NONE,97 - NOT APPLICABLE,CO - COLORADO,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
17079651,29,NO CHARGES,W - WHITE,no data,2019-05-11,SATURDAY,1 - MALE,99 - UNKNOWN IF WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
17066148,29,UNSAFE SPEED,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2019-05-12,SUNDAY,1 - MALE,"4 - WORN, UNK DAMAGE",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
17066989,38,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2019-05-12,SUNDAY,1 - MALE,"4 - WORN, UNK DAMAGE",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
17066992,20,NO CHARGES,H - HISPANIC,no data,2019-05-12,SUNDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
17069244,41,"UNSAFE SPEED, NO DRIVER LICENSE, FAIL TO REPORT NON-INJURY CRASH AT ONCE, EXPIRED REGISTRATION",H - HISPANIC,2 - PROOF OF LIABILITY INSURANCE,2019-05-12,SUNDAY,1 - MALE,"3 - WORN, NOT DAMAGED",5 - UNLICENSED,UNLICENSED,97 - NOT APPLICABLE,no data,5 - UNLICENSED,N - NOT INJURED
17070806,28,"UNSAFE SPEED, DRIVING WHILE INTOXICATED .15 OR MORE",W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2019-05-12,SUNDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
17074888,50,UNSAFE SPEED,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2019-05-12,SUNDAY,2 - FEMALE,1 - NOT WORN,98 - OTHER/OUT OF STATE,NONE,97 - NOT APPLICABLE,NC - NORTH CAROLINA,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
17077105,29,"FAIL TO EXHIBIT LICENSE, FAIL TO MAINTAIN FINANCL RSPNBLTY",H - HISPANIC,no data,2019-05-12,SUNDAY,1 - MALE,"4 - WORN, UNK DAMAGE",5 - UNLICENSED,UNLICENSED,97 - NOT APPLICABLE,TX - TEXAS,4 - ID CARD,C - POSSIBLE INJURY
17080113,24,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2019-05-12,SUNDAY,1 - MALE,"3 - WORN, NOT DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
17084058,25,NO CHARGES,W - WHITE,1 - LIABILITY INSURANCE POLICY,2019-05-12,SUNDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,2 - NEGATIVE,TX - TEXAS,1 - DRIVER LICENSE,K - FATAL INJURY
17088578,24,NO CHARGES,W - WHITE,no data,2019-05-12,SUNDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
17067772,no data,NO CHARGES,99 - UNKNOWN,2 - PROOF OF LIABILITY INSURANCE,2019-05-13,MONDAY,1 - MALE,"4 - WORN, UNK DAMAGE",99 - UNKNOWN,UNKNOWN,97 - NOT APPLICABLE,UN - UNKNOWN,99 - UNKNOWN,C - POSSIBLE INJURY
17068439,25,NO CHARGES,W - WHITE,no data,2019-05-13,MONDAY,1 - MALE,"3 - WORN, NOT DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
17089990,26,NO CHARGES,B - BLACK,2 - PROOF OF LIABILITY INSURANCE,2019-05-13,MONDAY,1 - MALE,"4 - WORN, UNK DAMAGE",C - CLASS C,NONE,1 - POSITIVE,TX - TEXAS,1 - DRIVER LICENSE,K - FATAL INJURY
17070374,27,"UNSAFE SPEED, OPERATION OF VEHICLE WITH EXPIRED LICENSE PLATE",H - HISPANIC,2 - PROOF OF LIABILITY INSURANCE,2019-05-14,TUESDAY,1 - MALE,1 - NOT WORN,98 - OTHER/OUT OF STATE,NONE,97 - NOT APPLICABLE,NM - NEW MEXICO,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
17071887,23,UNSAFE SPEED,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2019-05-14,TUESDAY,2 - FEMALE,"3 - WORN, NOT DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
17072072,71,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2019-05-14,TUESDAY,1 - MALE,"3 - WORN, NOT DAMAGED",AM - CLASS A AND M,"PASSENGER, TANK VEHICLE",97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,N - NOT INJURED
17075238,38,NO CHARGES,H - HISPANIC,1 - LIABILITY INSURANCE POLICY,2019-05-14,TUESDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
17080719,43,NO CHARGES,W - WHITE,1 - LIABILITY INSURANCE POLICY,2019-05-14,TUESDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,N - NOT INJURED
17133562,50,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2019-05-14,TUESDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
17152029,36,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2019-05-14,TUESDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
17217949,36,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2019-05-14,TUESDAY,1 - MALE,"3 - WORN, NOT DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
17072206,23,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2019-05-15,WEDNESDAY,1 - MALE,"3 - WORN, NOT DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,N - NOT INJURED
17072447,24,"IMPROPER DRIVER LICENSE FOR TYPE VEHICLE MOTORCYCLE, FAIL TO MAINTAIN FINANCIAL RESPONSIBILTY",W - WHITE,no data,2019-05-15,WEDNESDAY,1 - MALE,1 - NOT WORN,98 - OTHER/OUT OF STATE,NONE,97 - NOT APPLICABLE,NM - NEW MEXICO,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
17075406,35,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2019-05-15,WEDNESDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
17075790,61,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2019-05-15,WEDNESDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
17081300,31,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2019-05-15,WEDNESDAY,1 - MALE,1 - NOT WORN,A - CLASS A,TANK VEHICLE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
17084672,32,NO CHARGES,W - WHITE,1 - LIABILITY INSURANCE POLICY,2019-05-15,WEDNESDAY,1 - MALE,1 - NOT WORN,A - CLASS A,TANK VEHICLE WITH HAZARDOUS MATERIALS,97 - NOT APPLICABLE,TX - TEXAS,2 - COMMERCIAL DRIVER LIC.,A - SUSPECTED SERIOUS INJURY
17089344,62,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2019-05-15,WEDNESDAY,2 - FEMALE,"4 - WORN, UNK DAMAGE",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
17089945,58,DRIVING WHILE INTOXICATED,B - BLACK,no data,2019-05-15,WEDNESDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,N - NOT INJURED
17073616,34,NO MOTORCYCLE ENDORSEMENT,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2019-05-16,THURSDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
17073689,33,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2019-05-16,THURSDAY,1 - MALE,1 - NOT WORN,B - CLASS B,"PASSENGER, SCHOOL BUS",97 - NOT APPLICABLE,TX - TEXAS,2 - COMMERCIAL DRIVER LIC.,B - SUSPECTED MINOR INJURY
17074546,47,NO CHARGES,B - BLACK,no data,2019-05-16,THURSDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
17074549,27,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2019-05-16,THURSDAY,1 - MALE,"3 - WORN, NOT DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
17075079,17,"FAIL TO CONTROL C/A, NOL",H - HISPANIC,2 - PROOF OF LIABILITY INSURANCE,2019-05-16,THURSDAY,1 - MALE,"2 - WORN, DAMAGED",5 - UNLICENSED,UNLICENSED,97 - NOT APPLICABLE,no data,5 - UNLICENSED,B - SUSPECTED MINOR INJURY
17079828,41,FAILED TO DRIVE IN SINGLE LANE,B - BLACK,2 - PROOF OF LIABILITY INSURANCE,2019-05-16,THURSDAY,1 - MALE,"3 - WORN, NOT DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,N - NOT INJURED
17081283,25,NO CHARGES,A - ASIAN,1 - LIABILITY INSURANCE POLICY,2019-05-16,THURSDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
17081879,16,NO CHARGES,W - WHITE,no data,2019-05-16,THURSDAY,1 - MALE,"2 - WORN, DAMAGED",5 - UNLICENSED,UNLICENSED,97 - NOT APPLICABLE,no data,5 - UNLICENSED,B - SUSPECTED MINOR INJURY
17082253,23,NO CHARGES,W - WHITE,no data,2019-05-16,THURSDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,N - NOT INJURED
17083315,37,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2019-05-16,THURSDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
17084085,49,"IMPROPER LICENSE FOR TYPE VEHICLE, FAIL TO DRIVE IN SINGLE LANE",W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2019-05-16,THURSDAY,2 - FEMALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
17086356,43,NO CHARGES,H - HISPANIC,2 - PROOF OF LIABILITY INSURANCE,2019-05-16,THURSDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
17281422,17,NO CHARGES,99 - UNKNOWN,2 - PROOF OF LIABILITY INSURANCE,2019-05-16,THURSDAY,99 - UNKNOWN,"4 - WORN, UNK DAMAGE",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
17073825,71,NO CHARGES,H - HISPANIC,1 - LIABILITY INSURANCE POLICY,2019-05-17,FRIDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
17074145,65,NO CHARGES,B - BLACK,2 - PROOF OF LIABILITY INSURANCE,2019-05-17,FRIDAY,2 - FEMALE,"3 - WORN, NOT DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
17074523,35,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2019-05-17,FRIDAY,1 - MALE,1 - NOT WORN,A - CLASS A,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
17075134,52,NO CHARGES,W - WHITE,1 - LIABILITY INSURANCE POLICY,2019-05-17,FRIDAY,1 - MALE,"3 - WORN, NOT DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
17080370,49,NO CHARGES,W - WHITE,no data,2019-05-17,FRIDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
17081443,58,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2019-05-17,FRIDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,1 - POSITIVE,TX - TEXAS,1 - DRIVER LICENSE,K - FATAL INJURY
17088129,32,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2019-05-17,FRIDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,N - NOT INJURED
17074705,45,NO CHARGES,H - HISPANIC,2 - PROOF OF LIABILITY INSURANCE,2019-05-18,SATURDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
17075018,46,"FAIL TO HAVE PROPER CLASS OF DL IN POSSESSION, NO PROOF OF INSURANCE",H - HISPANIC,no data,2019-05-18,SATURDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
17075602,30,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2019-05-18,SATURDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
17075641,no data,NO CHARGES,99 - UNKNOWN,no data,2019-05-18,SATURDAY,99 - UNKNOWN,99 - UNKNOWN IF WORN,99 - UNKNOWN,UNKNOWN,97 - NOT APPLICABLE,UN - UNKNOWN,99 - UNKNOWN,99 - UNKNOWN
17076255,54,UNSAFE SPEED,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2019-05-18,SATURDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
17080363,43,NO CHARGES,W - WHITE,no data,2019-05-18,SATURDAY,1 - MALE,"4 - WORN, UNK DAMAGE",A - CLASS A,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
17080846,24,NO CHARGES,W - WHITE,no data,2019-05-18,SATURDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,K - FATAL INJURY
17081302,45,NO CHARGES,W - WHITE,1 - LIABILITY INSURANCE POLICY,2019-05-18,SATURDAY,1 - MALE,1 - NOT WORN,98 - OTHER/OUT OF STATE,NONE,97 - NOT APPLICABLE,OH - OHIO,1 - DRIVER LICENSE,N - NOT INJURED
17081428,54,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2019-05-18,SATURDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
17084245,33,NO CHARGES,H - HISPANIC,no data,2019-05-18,SATURDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
17084992,64,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2019-05-18,SATURDAY,1 - MALE,1 - NOT WORN,AM - CLASS A AND M,"TANK VEHICLE, DOUBLE/TRIPLE TRAILER",97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
17133825,30,NO CHARGES,W - WHITE,1 - LIABILITY INSURANCE POLICY,2019-05-18,SATURDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
17151731,51,NO CHARGES,W - WHITE,no data,2019-05-18,SATURDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
17076040,20,NO CHARGES,W - WHITE,1 - LIABILITY INSURANCE POLICY,2019-05-19,SUNDAY,1 - MALE,"4 - WORN, UNK DAMAGE",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
17080518,51,NO CHARGES,B - BLACK,2 - PROOF OF LIABILITY INSURANCE,2019-05-19,SUNDAY,1 - MALE,99 - UNKNOWN IF WORN,AM - CLASS A AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
17086273,45,NO CHARGES,B - BLACK,2 - PROOF OF LIABILITY INSURANCE,2019-05-19,SUNDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
17215891,40,NO CHARGES,B - BLACK,2 - PROOF OF LIABILITY INSURANCE,2019-05-19,SUNDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
17079976,29,NO CHARGES,B - BLACK,2 - PROOF OF LIABILITY INSURANCE,2019-05-20,MONDAY,1 - MALE,1 - NOT WORN,5 - UNLICENSED,UNLICENSED,97 - NOT APPLICABLE,TX - TEXAS,4 - ID CARD,B - SUSPECTED MINOR INJURY
17081634,45,"FAIL TO CONTROL SPEED, DWLI, FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY",H - HISPANIC,no data,2019-05-20,MONDAY,1 - MALE,1 - NOT WORN,5 - UNLICENSED,UNLICENSED,97 - NOT APPLICABLE,TX - TEXAS,4 - ID CARD,A - SUSPECTED SERIOUS INJURY
17084822,24,"OPERATE MOTOR VEHICLE IN UNSAFE CONDITION, FAILURE TO MAINTAIN FINANCIAL RESPONSIBILITY",B - BLACK,no data,2019-05-20,MONDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
17082746,23,NO CHARGES,H - HISPANIC,1 - LIABILITY INSURANCE POLICY,2019-05-21,TUESDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
17084834,42,"NO INSURANCE, EXPIRED REGISTRATION, NO MOTORCYCLE LICENSE",B - BLACK,no data,2019-05-21,TUESDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
17086526,48,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2019-05-21,TUESDAY,1 - MALE,"3 - WORN, NOT DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
17083972,27,"FAIL TO CONTROL SPEED, FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY, NO MOTOR CYCLE ENDORSEMENT",W - WHITE,no data,2019-05-22,WEDNESDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,N - NOT INJURED
17086299,51,NO CHARGES,B - BLACK,1 - LIABILITY INSURANCE POLICY,2019-05-23,THURSDAY,1 - MALE,1 - NOT WORN,M - CLASS M,UNKNOWN,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
