,crash_id,person_age,charge,person_ethnicity,crash_date,day_of_week,person_gender,person_helmet,driver_license_class,has_motocycle_endorsment,driver_license_state,driver_license_type,person_injury_severity
5746,16358530.0,59,no charges,w - white,2018-01-03,wednesday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5747,16216602.0,40,no charges,h - hispanic,2018-01-04,thursday,1 - male,"2 - worn, damaged",m - class m,1,tx - texas,1 - driver license,b - suspected minor injury
5748,16213335.0,15,"drive wrong way on oe way roadway, improper driver license for type vehicle ( motorcycle), violate  non cdl restriction",w - white,2018-01-05,friday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
5749,16221806.0,48,no charges,h - hispanic,2018-01-08,monday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
5750,16227625.0,29,no charges,w - white,2018-01-11,thursday,1 - male,"2 - worn, damaged",5 - unlicensed,0,tx - texas,4 - id card,a - suspected serious injury
5751,16229190.0,74,no charges,w - white,2018-01-15,monday,1 - male,1 - not worn,98 - other/out of state,0,ia - iowa,1 - driver license,b - suspected minor injury
5752,16213440.0,23,no charges,b - black,2018-01-18,thursday,1 - male,"2 - worn, damaged",5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury
5753,16216159.0,42,no charges,h - hispanic,2018-01-19,friday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5754,16213631.0,26,no charges,w - white,2018-01-20,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
5755,16219932.0,54,no charges,w - white,2018-01-20,saturday,2 - female,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
5756,16220759.0,62,no charges,w - white,2018-01-20,saturday,1 - male,1 - not worn,am - class a and m,1,tx - texas,2 - commercial driver lic.,a - suspected serious injury
5757,16222884.0,56,no charges,w - white,2018-01-20,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
5758,16215633.0,37,no charges,w - white,2018-01-21,sunday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,k - fatal injury
5759,16232124.0,47,no charges,w - white,2018-01-21,sunday,1 - male,"2 - worn, damaged",98 - other/out of state,0,ca - california,1 - driver license,k - fatal injury
5760,16234019.0,55,no charges,w - white,2018-01-21,sunday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5761,16234407.0,22,fail to drive in single lane,w - white,2018-01-22,monday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5762,16237390.0,28,no charges,w - white,2018-01-22,monday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,n - not injured
5763,16227545.0,26,failure to control speed,w - white,2018-01-23,tuesday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5764,16232610.0,30,no charges,b - black,2018-01-23,tuesday,1 - male,1 - not worn,5 - unlicensed,0,,5 - unlicensed,a - suspected serious injury
5765,16213121.0,43,failure to control speed,w - white,2018-01-24,wednesday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5766,16215533.0,23,no charges,h - hispanic,2018-01-24,wednesday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5767,16215660.0,45,no charges,w - white,2018-01-24,wednesday,1 - male,"2 - worn, damaged",5 - unlicensed,0,tx - texas,4 - id card,a - suspected serious injury
5769,16218125.0,33,no charges,a - asian,2018-01-24,wednesday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
5770,16218219.0,39,no charges,h - hispanic,2018-01-24,wednesday,1 - male,"4 - worn, unk damage",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5772,16232170.0,56,unsafe speed,w - white,2018-01-24,wednesday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
5773,16238563.0,21,no charges,w - white,2018-01-24,wednesday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5774,16215767.0,24,no charges,w - white,2018-01-25,thursday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5775,16216519.0,33,no charges,h - hispanic,2018-01-25,thursday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5776,16216960.0,64,no charges,w - white,2018-01-25,thursday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,n - not injured
5777,16217528.0,34,violate non-cdl endorsement,w - white,2018-01-25,thursday,1 - male,1 - not worn,a - class a,0,tx - texas,2 - commercial driver lic.,b - suspected minor injury
5778,16217801.0,35,"fmfr, dwli",w - white,2018-01-26,friday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5779,16218146.0,20,no charges,w - white,2018-01-26,friday,1 - male,"3 - worn, not damaged",98 - other/out of state,0,ks - kansas,1 - driver license,n - not injured
5780,16221675.0,29,no charges,b - black,2018-01-26,friday,2 - female,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
5781,16231500.0,43,no charges,w - white,2018-01-26,friday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
5782,16218199.0,28,no charges,w - white,2018-01-27,saturday,2 - female,"3 - worn, not damaged",98 - other/out of state,0,id - idaho,1 - driver license,b - suspected minor injury
5784,16224530.0,38,no charges,h - hispanic,2018-01-27,saturday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5785,16224671.0,42,no charges,h - hispanic,2018-01-27,saturday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
5786,16234662.0,55,no charges,w - white,2018-01-27,saturday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5787,16220493.0,37,no charges,h - hispanic,2018-01-28,sunday,2 - female,"2 - worn, damaged",am - class a and m,1,tx - texas,2 - commercial driver lic.,b - suspected minor injury
5788,16221551.0,54,no charges,b - black,2018-01-28,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,n - not injured
5789,16223534.0,21,"fail to control speed, fail to maintain financial responsibility",w - white,2018-01-28,sunday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5790,16225010.0,22,"fmfr, expired license plate registration, no motorcycle endorsement",b - black,2018-01-28,sunday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5791,16228180.0,39,driving while intoxicated,w - white,2018-01-28,sunday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
5792,16232788.0,21,no charges,i - amer. indian/alaskan native,2018-01-28,sunday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
5793,16233987.0,49,no charges,w - white,2018-01-28,sunday,1 - male,99 - unknown if worn,98 - other/out of state,0,al - alabama,1 - driver license,a - suspected serious injury
5794,16235707.0,50,no charges,w - white,2018-01-28,sunday,1 - male,1 - not worn,5 - unlicensed,0,az - arizona,4 - id card,a - suspected serious injury
5795,16289462.0,57,"no driver license, fail to maintain financial responsibility",w - white,2018-01-28,sunday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5796,16222076.0,24,no charges,b - black,2018-01-29,monday,1 - male,"2 - worn, damaged",98 - other/out of state,0,hi - hawaii,1 - driver license,b - suspected minor injury
5797,16224576.0,46,no charges,w - white,2018-01-29,monday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,n - not injured
5798,16224348.0,62,no charges,w - white,2018-01-30,tuesday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,k - fatal injury
5799,16224677.0,23,"no dl, no motorcycle endorcment",w - white,2018-01-30,tuesday,1 - male,1 - not worn,5 - unlicensed,0,,5 - unlicensed,b - suspected minor injury
5800,16225690.0,27,no charges,w - white,2018-01-30,tuesday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5801,16228949.0,33,no charges,w - white,2018-01-30,tuesday,1 - male,"4 - worn, unk damage",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
5802,16229601.0,43,no charges,b - black,2018-01-30,tuesday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5803,16234522.0,28,no charges,w - white,2018-01-30,tuesday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,n - not injured
5804,16226250.0,30,no charges,w - white,2018-01-31,wednesday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5805,16228716.0,44,no charges,w - white,2018-02-01,thursday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
5806,16229395.0,39,no charges,w - white,2018-02-01,thursday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5807,16236806.0,62,no charges,w - white,2018-02-01,thursday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
5808,16237960.0,28,no motorcycle endorsement/failed to display plate,w - white,2018-02-01,thursday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5809,16229344.0,18,no charges,98 - other,2018-02-02,friday,1 - male,"2 - worn, damaged",98 - other/out of state,0,mi - michigan,1 - driver license,b - suspected minor injury
5810,16229560.0,27,no charges,h - hispanic,2018-02-02,friday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5811,16230551.0,51,no charges,w - white,2018-02-03,saturday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
5812,16233289.0,45,no charges,w - white,2018-02-03,saturday,1 - male,99 - unknown if worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5813,16233291.0,36,no charges,w - white,2018-02-03,saturday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
5814,16234647.0,68,unsafe speed,w - white,2018-02-03,saturday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,n - not injured
5815,16234802.0,51,no charges,h - hispanic,2018-02-03,saturday,1 - male,"2 - worn, damaged",a - class a,0,tx - texas,2 - commercial driver lic.,a - suspected serious injury
5816,16230941.0,58,no charges,w - white,2018-02-04,sunday,1 - male,1 - not worn,am - class a and m,1,tx - texas,1 - driver license,a - suspected serious injury
5817,16231093.0,45,no charges,b - black,2018-02-04,sunday,1 - male,1 - not worn,5 - unlicensed,0,,5 - unlicensed,a - suspected serious injury
5818,16231136.0,24,no charges,w - white,2018-02-04,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,k - fatal injury
5819,16232993.0,34,"unsafe speed, unregistered motor vehicle, trailer, semitrailer",w - white,2018-02-04,sunday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
5820,16233419.0,34,no charges,h - hispanic,2018-02-04,sunday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,n - not injured
5821,16236069.0,45,driving while intoxicated,h - hispanic,2018-02-04,sunday,1 - male,1 - not worn,5 - unlicensed,0,,5 - unlicensed,n - not injured
5822,16237720.0,59,no charges,w - white,2018-02-04,sunday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5823,16232910.0,39,no charges,h - hispanic,2018-02-05,monday,1 - male,"4 - worn, unk damage",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5824,16233845.0,54,no charges,w - white,2018-02-05,monday,1 - male,1 - not worn,m - class m,1,tx - texas,1 - driver license,a - suspected serious injury
5825,16237468.0,45,no charges,w - white,2018-02-05,monday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,k - fatal injury
5826,16235605.0,42,no charges,w - white,2018-02-06,tuesday,1 - male,"3 - worn, not damaged",98 - other/out of state,0,nm - new mexico,1 - driver license,b - suspected minor injury
5827,16279099.0,,no charges,99 - unknown,2018-02-11,sunday,99 - unknown,99 - unknown if worn,99 - unknown,0,un - unknown,99 - unknown,n - not injured
5828,16290047.0,25,no charges,w - white,2018-02-16,friday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
5829,16419289.0,37,no charges,w - white,2018-02-16,friday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5830,16282775.0,33,no charges,h - hispanic,2018-02-17,saturday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5831,16349771.0,22,"dwli, operate motorcycle without endorsement",w - white,2018-02-17,saturday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5832,16296512.0,35,no charges,w - white,2018-02-18,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5833,16283112.0,30,no charges,w - white,2018-02-20,tuesday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
5834,16285057.0,29,"driving while intoxicated - 1st offense, display expired license plate/registration insignia, unsafe speed, improper driver license for vehicle type",w - white,2018-02-23,friday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5835,16287580.0,33,"unsafe speed, fail to drive in single lane, driving while license invalid",b - black,2018-02-23,friday,1 - male,"4 - worn, unk damage",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
5836,16290132.0,25,"ftcs, leaving scene",w - white,2018-02-23,friday,1 - male,"2 - worn, damaged",5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury
5837,16299637.0,12,no charges,w - white,2018-02-23,friday,1 - male,"3 - worn, not damaged",5 - unlicensed,0,,5 - unlicensed,b - suspected minor injury
5838,16358204.0,57,no charges,w - white,2018-02-23,friday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,n - not injured
5839,16279756.0,52,dwi,w - white,2018-02-24,saturday,1 - male,99 - unknown if worn,m - class m,1,tx - texas,1 - driver license,n - not injured
5840,16282070.0,50,no charges,w - white,2018-02-24,saturday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,k - fatal injury
5841,16279965.0,22,"operate unregistered motor vehicle, fail to maintain financial responsibility, no restricted class m license, motor driven cycle",b - black,2018-02-25,sunday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5842,16280015.0,48,unsafe speed,h - hispanic,2018-02-25,sunday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
5843,16285072.0,35,no charges,w - white,2018-02-25,sunday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5844,16286038.0,20,unsafe speed,w - white,2018-02-25,sunday,2 - female,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
5845,16286346.0,22,"unsafe speed, violate non-cdl endorsement (m) (improper lic for type veh)",h - hispanic,2018-02-25,sunday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,n - not injured
5846,16295746.0,52,no charges,w - white,2018-02-25,sunday,2 - female,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5847,16364565.0,18,no charges,w - white,2018-02-25,sunday,1 - male,99 - unknown if worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5848,16279528.0,27,no charges,w - white,2018-02-26,monday,2 - female,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,k - fatal injury
5849,16279742.0,61,no charges,w - white,2018-02-26,monday,1 - male,1 - not worn,98 - other/out of state,0,pa - pennsylvania,1 - driver license,b - suspected minor injury
5850,16284638.0,24,"no m endorsement, dwli",w - white,2018-02-26,monday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5851,16285650.0,41,no charges,w - white,2018-02-26,monday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5852,16279375.0,,no charges,w - white,2018-02-27,tuesday,1 - male,99 - unknown if worn,99 - unknown,0,un - unknown,99 - unknown,b - suspected minor injury
5854,16289274.0,25,no charges,w - white,2018-02-27,tuesday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5855,16358291.0,25,no charges,h - hispanic,2018-02-27,tuesday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5856,16282021.0,63,no charges,w - white,2018-02-28,wednesday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5857,16298707.0,64,no charges,w - white,2018-02-28,wednesday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,k - fatal injury
5858,16279393.0,27,no charges,w - white,2018-03-01,thursday,1 - male,1 - not worn,98 - other/out of state,0,la - louisiana,1 - driver license,a - suspected serious injury
5859,16283086.0,54,"unsafe speed, open container - driver, improper driver license for type vehicle",b - black,2018-03-01,thursday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
5860,16285519.0,36,"driving while license invalid, no insurance",w - white,2018-03-01,thursday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5861,16287830.0,57,no charges,w - white,2018-03-01,thursday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5862,16290300.0,30,operate motorcycle - no class m,h - hispanic,2018-03-01,thursday,1 - male,1 - not worn,98 - other/out of state,0,ca - california,1 - driver license,n - not injured
5863,16291324.0,38,"nol/no motorcycle endorsement, failed to control speed (accident)",h - hispanic,2018-03-01,thursday,1 - male,"2 - worn, damaged",5 - unlicensed,0,,5 - unlicensed,b - suspected minor injury
5864,16279224.0,22,no charges,h - hispanic,2018-03-02,friday,1 - male,"4 - worn, unk damage",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5865,16281111.0,25,no charges,h - hispanic,2018-03-02,friday,1 - male,"3 - worn, not damaged",a - class a,0,tx - texas,2 - commercial driver lic.,b - suspected minor injury
5866,16281397.0,59,unsafe speed,w - white,2018-03-02,friday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5867,16282818.0,21,dwi,w - white,2018-03-02,friday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5868,16288634.0,41,no charges,w - white,2018-03-02,friday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5869,16298539.0,63,no charges,h - hispanic,2018-03-02,friday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5870,16278823.0,29,no charges,h - hispanic,2018-03-03,saturday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5871,16278916.0,26,no charges,b - black,2018-03-03,saturday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5872,16279020.0,25,no charges,b - black,2018-03-03,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
5873,16279330.0,24,no charges,w - white,2018-03-03,saturday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5874,16279692.0,42,no charges,w - white,2018-03-03,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5875,16279818.0,56,fail to control speed,b - black,2018-03-03,saturday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5876,16281123.0,38,no charges,h - hispanic,2018-03-03,saturday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
5877,16281681.0,68,no charges,w - white,2018-03-03,saturday,1 - male,1 - not worn,am - class a and m,1,tx - texas,2 - commercial driver lic.,a - suspected serious injury
5878,16282517.0,47,unsafe speed,w - white,2018-03-03,saturday,2 - female,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
5879,16282833.0,19,minor alcohol detection under 21,w - white,2018-03-03,saturday,1 - male,"2 - worn, damaged",5 - unlicensed,0,,5 - unlicensed,b - suspected minor injury
5880,16282936.0,59,unsafe speed,w - white,2018-03-03,saturday,1 - male,"2 - worn, damaged",98 - other/out of state,0,wy - wyoming,2 - commercial driver lic.,b - suspected minor injury
5881,16283371.0,50,"no restricted class m license, motor driven cycle/moped",w - white,2018-03-03,saturday,2 - female,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5882,16285350.0,51,no charges,b - black,2018-03-03,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
5883,16286360.0,53,driving while intoxicated,w - white,2018-03-03,saturday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
5884,16286607.0,52,no charges,w - white,2018-03-03,saturday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
5885,16286829.0,28,no charges,w - white,2018-03-03,saturday,1 - male,"2 - worn, damaged",b - class b,0,tx - texas,1 - driver license,b - suspected minor injury
5886,16298540.0,29,no charges,b - black,2018-03-03,saturday,2 - female,1 - not worn,5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury
5887,16299723.0,21,no charges,h - hispanic,2018-03-03,saturday,1 - male,"3 - worn, not damaged",5 - unlicensed,0,,5 - unlicensed,a - suspected serious injury
5889,16282039.0,24,no charges,w - white,2018-03-04,sunday,2 - female,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5890,16286410.0,64,no charges,98 - other,2018-03-04,sunday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5891,16286853.0,40,improper driver license for type vehicle - no mc endorsement,w - white,2018-03-04,sunday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5892,16288282.0,30,driving while intoxicated,w - white,2018-03-04,sunday,1 - male,"2 - worn, damaged",98 - other/out of state,0,tn - tennessee,1 - driver license,b - suspected minor injury
5893,16289809.0,61,no charges,w - white,2018-03-04,sunday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,k - fatal injury
5894,16295484.0,50,no charges,w - white,2018-03-04,sunday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,k - fatal injury
5895,16281579.0,23,no charges,h - hispanic,2018-03-05,monday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5896,16284348.0,64,no charges,h - hispanic,2018-03-05,monday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5897,16285360.0,40,no charges,w - white,2018-03-05,monday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
5898,16285572.0,17,no driver license,w - white,2018-03-05,monday,1 - male,"2 - worn, damaged",5 - unlicensed,0,,5 - unlicensed,b - suspected minor injury
5899,16286312.0,54,no charges,w - white,2018-03-05,monday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,n - not injured
5900,16286871.0,63,no charges,w - white,2018-03-05,monday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
5901,16287714.0,42,no charges,w - white,2018-03-05,monday,1 - male,"4 - worn, unk damage",98 - other/out of state,0,mo - missouri,1 - driver license,b - suspected minor injury
5902,16290472.0,26,no charges,h - hispanic,2018-03-05,monday,1 - male,1 - not worn,5 - unlicensed,0,,5 - unlicensed,a - suspected serious injury
5903,16292558.0,23,no charges,w - white,2018-03-05,monday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5904,16294777.0,29,no charges,w - white,2018-03-05,monday,1 - male,1 - not worn,bm - class b and m,1,tx - texas,2 - commercial driver lic.,b - suspected minor injury
5905,16297909.0,30,no charges,w - white,2018-03-05,monday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5906,16282849.0,25,no charges,w - white,2018-03-06,tuesday,2 - female,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,n - not injured
5907,16285185.0,63,no charges,w - white,2018-03-06,tuesday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5908,16286125.0,40,no charges,h - hispanic,2018-03-06,tuesday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
5909,16292760.0,60,no charges,w - white,2018-03-06,tuesday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
5910,16296274.0,24,evading arrest w/ vehicle,w - white,2018-03-06,tuesday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,n - not injured
5911,16299221.0,20,no charges,w - white,2018-03-06,tuesday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5912,16287763.0,33,no charges,w - white,2018-03-07,wednesday,1 - male,1 - not worn,5 - unlicensed,0,,5 - unlicensed,a - suspected serious injury
5913,16287770.0,47,dwi-2nd offense m/a,w - white,2018-03-08,thursday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5914,16289474.0,20,no charges,w - white,2018-03-08,thursday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,n - not injured
5915,16289872.0,44,unsafe speed,w - white,2018-03-08,thursday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5916,16290175.0,65,no charges,w - white,2018-03-08,thursday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5917,16297503.0,60,no charges,w - white,2018-03-08,thursday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5918,16298200.0,34,no charges,w - white,2018-03-08,thursday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5919,16291417.0,46,no charges,w - white,2018-03-09,friday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5920,16291490.0,53,no charges,w - white,2018-03-09,friday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5921,16291620.0,47,no charges,w - white,2018-03-09,friday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5922,16294099.0,31,"fail to drive in single lane, fmfr-2nd",w - white,2018-03-09,friday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
5923,16300003.0,80,no charges,w - white,2018-03-09,friday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
5924,16302237.0,31,no charges,h - hispanic,2018-03-09,friday,1 - male,1 - not worn,98 - other/out of state,0,nm - new mexico,1 - driver license,b - suspected minor injury
