crash_id,license_plate_state,vehicle_body_style,vehicle_color,vehicle_defect_1,vehicle_make,vehicle_model_name,vehicle_model_year,person_injury_severity
17796094,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,VRSCA (HARLEY-DAVIDSON),2012,B - SUSPECTED MINOR INJURY
17796146,TX - TEXAS,MC - MOTORCYCLE,MAR - MAROON,no data,HONDA,CB1000 (HONDA),2011,B - SUSPECTED MINOR INJURY
17796268,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,HARLEY-DAVIDSON,XLH1200 (HARLEY-DAVIDSON),2018,N - NOT INJURED
17798489,TX - TEXAS,MC - MOTORCYCLE,YEL - YELLOW,no data,HARLEY-DAVIDSON,XLH1200 (HARLEY-DAVIDSON),2017,B - SUSPECTED MINOR INJURY
17799512,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,98 - OTHER  (EXPLAIN IN NARRATIVE),HARLEY-DAVIDSON,FLSTF (HARLEY-DAVIDSON),2013,B - SUSPECTED MINOR INJURY
17803069,TX - TEXAS,MC - MOTORCYCLE,GRN - GREEN,no data,KAWASAKI,EX650 (KAWASAKI),2017,B - SUSPECTED MINOR INJURY
17808460,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,YAMAHA,FZ07 (YAMAHA),2017,N - NOT INJURED
17796484,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLHRCI (HARLEY-DAVIDSON),2017,B - SUSPECTED MINOR INJURY
17797430,TX - TEXAS,MC - MOTORCYCLE,GRN - GREEN,no data,TRIUMPH MOTORCYCLE,SCRAMBLER (TRIUMPH MOTORCYCLE),2019,B - SUSPECTED MINOR INJURY
17797788,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,CBR600 (HONDA),2009,B - SUSPECTED MINOR INJURY
17801030,TX - TEXAS,MC - MOTORCYCLE,ONG - ORANGE,no data,HARLEY-DAVIDSON,FLHXS (HARLEY-DAVIDSON),2019,K - FATAL INJURY
17802303,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HONDA,VT600 (HONDA),2003,B - SUSPECTED MINOR INJURY
17803563,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLT (HARLEY-DAVIDSON),2011,N - NOT INJURED
17808172,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,CBR600 (HONDA),2005,A - SUSPECTED SERIOUS INJURY
17809735,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,SUZUKI,TL1000 (SUZUKI),2000,B - SUSPECTED MINOR INJURY
17798013,TX - TEXAS,MC - MOTORCYCLE,GRY - GRAY,no data,SUZUKI,GSX1300 (SUZUKI),2005,B - SUSPECTED MINOR INJURY
17798717,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,YAMAHA,XV16 (YAMAHA),2010,B - SUSPECTED MINOR INJURY
17798755,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,INDIAN MOTORCYCLE CO.,UNKNOWN (INDIAN MOTORCYCLE CO.),2016,A - SUSPECTED SERIOUS INJURY
17799319,TX - TEXAS,MC - MOTORCYCLE,MAR - MAROON,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2005,A - SUSPECTED SERIOUS INJURY
17801697,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,HARLEY-DAVIDSON,FLS (HARLEY-DAVIDSON),2011,A - SUSPECTED SERIOUS INJURY
17801735,TX - TEXAS,MC - MOTORCYCLE,SIL - SILVER,no data,HARLEY-DAVIDSON,FXD (HARLEY-DAVIDSON),2017,B - SUSPECTED MINOR INJURY
17806584,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2016,A - SUSPECTED SERIOUS INJURY
17810848,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2006,B - SUSPECTED MINOR INJURY
17799711,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2018,A - SUSPECTED SERIOUS INJURY
17800393,TX - TEXAS,MC - MOTORCYCLE,SIL - SILVER,no data,SUZUKI,SV1000 (SUZUKI),2003,B - SUSPECTED MINOR INJURY
17800832,TX - TEXAS,MC - MOTORCYCLE,BGE - BEIGE,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),1995,B - SUSPECTED MINOR INJURY
17801476,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,YAMAHA,YZF600 (YAMAHA),2015,B - SUSPECTED MINOR INJURY
17801641,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLHX (HARLEY-DAVIDSON),2009,B - SUSPECTED MINOR INJURY
17805514,no data,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),1999,B - SUSPECTED MINOR INJURY
17805587,TX - TEXAS,MC - MOTORCYCLE,GRN - GREEN,no data,SUZUKI,GS550 (SUZUKI),2005,B - SUSPECTED MINOR INJURY
17810070,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,OTHER (EXPLAIN IN NARRATIVE),OTHER (EXPLAIN IN NARRATIVE) (OTHER (EXPLAIN IN NARRATIVE)),2013,N - NOT INJURED
17800416,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,VT750 (HONDA),2002,B - SUSPECTED MINOR INJURY
17800663,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2014,A - SUSPECTED SERIOUS INJURY
17803229,TX - TEXAS,MC - MOTORCYCLE,MAR - MAROON,no data,HONDA,UNKNOWN (HONDA),2009,B - SUSPECTED MINOR INJURY
17805097,AL - ALABAMA,MC - MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,NINJA ZX (KAWASAKI),2017,B - SUSPECTED MINOR INJURY
17808144,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FXD (HARLEY-DAVIDSON),2011,A - SUSPECTED SERIOUS INJURY
17802397,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,SUZUKI,GSX-R750 (SUZUKI),2014,B - SUSPECTED MINOR INJURY
17802566,TX - TEXAS,MC - MOTORCYCLE,MUL - MULTICOLORED,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2009,B - SUSPECTED MINOR INJURY
17802780,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,UNKNOWN (HONDA),2007,A - SUSPECTED SERIOUS INJURY
17803034,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2009,B - SUSPECTED MINOR INJURY
17803642,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,YAMAHA,UNKNOWN (YAMAHA),2009,A - SUSPECTED SERIOUS INJURY
17804142,TX - TEXAS,MC - MOTORCYCLE,CPR - COPPER,no data,HARLEY-DAVIDSON,XR1200 (HARLEY-DAVIDSON),2011,B - SUSPECTED MINOR INJURY
17811436,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HONDA,UNKNOWN (HONDA),2018,N - NOT INJURED
17805017,TX - TEXAS,MC - MOTORCYCLE,SIL - SILVER,no data,HONDA,UNKNOWN (HONDA),2007,B - SUSPECTED MINOR INJURY
17805960,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,SUZUKI,GSX-R600 (SUZUKI),2013,B - SUSPECTED MINOR INJURY
17806272,TX - TEXAS,MC - MOTORCYCLE,GRN - GREEN,no data,HARLEY-DAVIDSON,XL883 (HARLEY-DAVIDSON),2017,B - SUSPECTED MINOR INJURY
17810873,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,SUZUKI,GSX-R750 (SUZUKI),2001,B - SUSPECTED MINOR INJURY
17860307,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,OTHER (EXPLAIN IN NARRATIVE),OTHER (EXPLAIN IN NARRATIVE) (OTHER (EXPLAIN IN NARRATIVE)),2020,B - SUSPECTED MINOR INJURY
17805669,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HONDA,CB750 (HONDA),1974,B - SUSPECTED MINOR INJURY
17805800,TX - TEXAS,MC - MOTORCYCLE,SIL - SILVER,no data,SUZUKI,VL1500 (SUZUKI),2004,B - SUSPECTED MINOR INJURY
17807094,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,SUZUKI,GSX1300 (SUZUKI),2001,B - SUSPECTED MINOR INJURY
17807219,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,XL883 (HARLEY-DAVIDSON),2013,B - SUSPECTED MINOR INJURY
17807814,TX - TEXAS,MC - MOTORCYCLE,SIL - SILVER,no data,KAWASAKI,1600 (KAWASAKI),2005,A - SUSPECTED SERIOUS INJURY
17808102,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2006,A - SUSPECTED SERIOUS INJURY
17808740,TX - TEXAS,MC - MOTORCYCLE,TAN - TAN,no data,UNKNOWN,UNKNOWN (UNKNOWN),no data,N - NOT INJURED
17809024,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2019,B - SUSPECTED MINOR INJURY
17806378,TX - TEXAS,MC - MOTORCYCLE,SIL - SILVER,no data,HARLEY-DAVIDSON,FLD (HARLEY-DAVIDSON),2015,B - SUSPECTED MINOR INJURY
17807322,TX - TEXAS,MC - MOTORCYCLE,SIL - SILVER,no data,HONDA,UNKNOWN (HONDA),2006,B - SUSPECTED MINOR INJURY
17808616,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLD (HARLEY-DAVIDSON),2014,A - SUSPECTED SERIOUS INJURY
17808951,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,ZR900 (KAWASAKI),2019,K - FATAL INJURY
17809430,KS - KANSAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,CBR1000 (HONDA),2006,B - SUSPECTED MINOR INJURY
17810869,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HARLEY-DAVIDSON,FLT (HARLEY-DAVIDSON),2020,B - SUSPECTED MINOR INJURY
17808697,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,SUZUKI,UNKNOWN (SUZUKI),2009,B - SUSPECTED MINOR INJURY
17809368,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,ZX600 (KAWASAKI),2005,A - SUSPECTED SERIOUS INJURY
17810058,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLTRXS (HARLEY-DAVIDSON),2006,A - SUSPECTED SERIOUS INJURY
17810763,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HONDA,GROM (HONDA),2020,A - SUSPECTED SERIOUS INJURY
17811308,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),1999,A - SUSPECTED SERIOUS INJURY
17852077,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HARLEY-DAVIDSON,FLS (HARLEY-DAVIDSON),2005,K - FATAL INJURY
17856270,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,KAWASAKI,ZR1200 (KAWASAKI),2004,B - SUSPECTED MINOR INJURY
17862954,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),1997,A - SUSPECTED SERIOUS INJURY
17871085,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,XL1200 (HARLEY-DAVIDSON),2012,N - NOT INJURED
17853250,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,10 - DEFECTIVE OR NO VEHICLE BRAKES,SUZUKI,GS450 (SUZUKI),2005,B - SUSPECTED MINOR INJURY
17859542,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2006,A - SUSPECTED SERIOUS INJURY
17852312,TX - TEXAS,MC - MOTORCYCLE,GRN - GREEN,no data,HONDA,VTX1800 (HONDA),2002,B - SUSPECTED MINOR INJURY
17859708,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,UNKNOWN (HONDA),2006,A - SUSPECTED SERIOUS INJURY
18268197,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLD (HARLEY-DAVIDSON),2012,N - NOT INJURED
17857768,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HARLEY-DAVIDSON,FLD (HARLEY-DAVIDSON),no data,A - SUSPECTED SERIOUS INJURY
17871489,MO - MISSOURI,MC - MOTORCYCLE,WHI - WHITE,no data,KAWASAKI,UNKNOWN (KAWASAKI),2014,A - SUSPECTED SERIOUS INJURY
17851486,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2016,B - SUSPECTED MINOR INJURY
17852912,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FXD (HARLEY-DAVIDSON),2016,A - SUSPECTED SERIOUS INJURY
17852914,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2007,A - SUSPECTED SERIOUS INJURY
17854800,TX - TEXAS,MC - MOTORCYCLE,PLE - PURPLE,no data,HARLEY-DAVIDSON,FLHR/I (HARLEY-DAVIDSON),2006,B - SUSPECTED MINOR INJURY
17856409,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2008,K - FATAL INJURY
17857172,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,YAMAHA,UNKNOWN (YAMAHA),2003,A - SUSPECTED SERIOUS INJURY
17860049,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2001,A - SUSPECTED SERIOUS INJURY
17870070,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,SUZUKI,GSX-R600 (SUZUKI),2005,B - SUSPECTED MINOR INJURY
17851519,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,ZX636 (KAWASAKI),2020,N - NOT INJURED
17851586,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,KAWASAKI,UNKNOWN (KAWASAKI),2011,A - SUSPECTED SERIOUS INJURY
17852092,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HONDA,MB50 (HONDA),1995,A - SUSPECTED SERIOUS INJURY
17852754,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,UNKNOWN (HONDA),1999,A - SUSPECTED SERIOUS INJURY
17852955,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,CBR600 (HONDA),2009,B - SUSPECTED MINOR INJURY
17869973,TX - TEXAS,MC - MOTORCYCLE,MAR - MAROON,no data,HONDA,UNKNOWN (HONDA),1998,B - SUSPECTED MINOR INJURY
17851596,no data,MC - MOTORCYCLE,ONG - ORANGE,no data,HONDA,CBR600 (HONDA),2009,N - NOT INJURED
17856886,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,YAMAHA,FZ09 (YAMAHA),2016,B - SUSPECTED MINOR INJURY
17865865,TN - TENNESSEE,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,XL1200 (HARLEY-DAVIDSON),2020,B - SUSPECTED MINOR INJURY
17862423,TX - TEXAS,MC - MOTORCYCLE,MAR - MAROON,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2005,N - NOT INJURED
17852958,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,CAN-AM,SPYDER ROADSTER (CAN-AM),2015,A - SUSPECTED SERIOUS INJURY
17853170,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HARLEY-DAVIDSON,FXDX (HARLEY-DAVIDSON),2006,B - SUSPECTED MINOR INJURY
17855420,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2001,B - SUSPECTED MINOR INJURY
17855639,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HONDA,CRF150 (HONDA),2013,B - SUSPECTED MINOR INJURY
17860597,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,1600 (KAWASAKI),2005,B - SUSPECTED MINOR INJURY
17861363,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,HARLEY-DAVIDSON,FLTRX (HARLEY-DAVIDSON),1994,B - SUSPECTED MINOR INJURY
17867615,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLD (HARLEY-DAVIDSON),2004,A - SUSPECTED SERIOUS INJURY
17873980,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLSTF (HARLEY-DAVIDSON),2008,A - SUSPECTED SERIOUS INJURY
17852386,TX - TEXAS,MC - MOTORCYCLE,GRN - GREEN,no data,KAWASAKI,NINJA ZX (KAWASAKI),2008,B - SUSPECTED MINOR INJURY
17852733,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,HYOSUNG,GT250 (HYOSUNG),2015,B - SUSPECTED MINOR INJURY
17852897,TX - TEXAS,MC - MOTORCYCLE,GRY - GRAY,no data,HONDA,VT1300 (HONDA),2006,B - SUSPECTED MINOR INJURY
17852993,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HONDA,UNKNOWN (HONDA),1980,B - SUSPECTED MINOR INJURY
17856693,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,SUZUKI,UNKNOWN (SUZUKI),2003,N - NOT INJURED
17858275,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,UNKNOWN (HONDA),1987,B - SUSPECTED MINOR INJURY
17861368,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HONDA,CBR1000 (HONDA),2017,B - SUSPECTED MINOR INJURY
17863457,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLHRC (HARLEY-DAVIDSON),2008,B - SUSPECTED MINOR INJURY
17864765,NM - NEW MEXICO,MC - MOTORCYCLE,BLK - BLACK,no data,VICTORY MOTORCYCLES,UNKNOWN (VICTORY MOTORCYCLES),2017,A - SUSPECTED SERIOUS INJURY
17865762,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLHP (HARLEY-DAVIDSON),2018,B - SUSPECTED MINOR INJURY
17866493,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,VICTORY MOTORCYCLES,UNKNOWN (VICTORY MOTORCYCLES),2010,A - SUSPECTED SERIOUS INJURY
17872584,no data,MC - MOTORCYCLE,RED - RED,no data,HONDA,CBR900 (HONDA),2001,A - SUSPECTED SERIOUS INJURY
17875702,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,YAMAHA,YFM250 (YAMAHA),2005,B - SUSPECTED MINOR INJURY
17852218,TX - TEXAS,MC - MOTORCYCLE,MUL - MULTICOLORED,no data,HONDA,VTX1300 (HONDA),2007,B - SUSPECTED MINOR INJURY
17852295,CA - CALIFORNIA,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FXDB (HARLEY-DAVIDSON),2011,B - SUSPECTED MINOR INJURY
17852472,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,YAMAHA,XVS1100 (YAMAHA),2007,N - NOT INJURED
17853786,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,XG750 (HARLEY-DAVIDSON),2016,B - SUSPECTED MINOR INJURY
17854459,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,DUCATI,UNKNOWN (DUCATI),no data,B - SUSPECTED MINOR INJURY
17856293,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2004,B - SUSPECTED MINOR INJURY
17858179,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLHTK (HARLEY-DAVIDSON),2014,B - SUSPECTED MINOR INJURY
17858977,TX - TEXAS,MC - MOTORCYCLE,ONG - ORANGE,no data,OTHER (EXPLAIN IN NARRATIVE),OTHER (EXPLAIN IN NARRATIVE) (OTHER (EXPLAIN IN NARRATIVE)),2017,B - SUSPECTED MINOR INJURY
17864940,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,VICTORY MOTORCYCLES,UNKNOWN (VICTORY MOTORCYCLES),2012,A - SUSPECTED SERIOUS INJURY
17852594,TX - TEXAS,MC - MOTORCYCLE,MAR - MAROON,no data,HONDA,UNKNOWN (HONDA),2003,B - SUSPECTED MINOR INJURY
17853187,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,ZX600 (KAWASAKI),2015,B - SUSPECTED MINOR INJURY
17855064,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HONDA,VT1300 (HONDA),2016,B - SUSPECTED MINOR INJURY
17857795,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLHX (HARLEY-DAVIDSON),2008,B - SUSPECTED MINOR INJURY
17859875,AZ - ARIZONA,MC - MOTORCYCLE,BLK - BLACK,no data,YAMAHA,XVS650 (YAMAHA),2004,B - SUSPECTED MINOR INJURY
17864203,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLT (HARLEY-DAVIDSON),2020,A - SUSPECTED SERIOUS INJURY
17864564,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,KLX300 (KAWASAKI),2014,N - NOT INJURED
17865965,IN - INDIANA,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLD (HARLEY-DAVIDSON),2009,B - SUSPECTED MINOR INJURY
17854540,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,UNKNOWN (HONDA),2015,B - SUSPECTED MINOR INJURY
17856200,no data,MC - MOTORCYCLE,BLU - BLUE,no data,HOMEMADE VEHICLE,UNKNOWN (HOMEMADE VEHICLE),no data,B - SUSPECTED MINOR INJURY
17858454,TX - TEXAS,MC - MOTORCYCLE,SIL - SILVER,no data,HARLEY-DAVIDSON,FLSTS (HARLEY-DAVIDSON),2005,B - SUSPECTED MINOR INJURY
17864187,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLST (HARLEY-DAVIDSON),2006,A - SUSPECTED SERIOUS INJURY
17858824,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2002,B - SUSPECTED MINOR INJURY
17860867,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,ZX600 (KAWASAKI),2019,B - SUSPECTED MINOR INJURY
17862463,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,SUZUKI,UNKNOWN (SUZUKI),2005,A - SUSPECTED SERIOUS INJURY
17866748,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,XL1200 (HARLEY-DAVIDSON),2012,A - SUSPECTED SERIOUS INJURY
17857935,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HARLEY-DAVIDSON,FXR (HARLEY-DAVIDSON),2009,N - NOT INJURED
17858412,TN - TENNESSEE,MC - MOTORCYCLE,BLK - BLACK,no data,SUZUKI,GSX-R1000 (SUZUKI),2012,B - SUSPECTED MINOR INJURY
17858853,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,SUZUKI,GSX (SUZUKI),2018,A - SUSPECTED SERIOUS INJURY
17859660,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2007,A - SUSPECTED SERIOUS INJURY
17859880,SC - SOUTH CAROLINA,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,CBR1000 (HONDA),2018,B - SUSPECTED MINOR INJURY
17859984,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,YAMAHA,XS650 (YAMAHA),1981,B - SUSPECTED MINOR INJURY
17860086,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HARLEY-DAVIDSON,FLS (HARLEY-DAVIDSON),2012,B - SUSPECTED MINOR INJURY
17860756,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,HONDA,GL1200 (HONDA),2018,K - FATAL INJURY
17862518,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,ZX600 (KAWASAKI),2007,B - SUSPECTED MINOR INJURY
17862684,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,YAMAHA,XVS1100 (YAMAHA),2007,B - SUSPECTED MINOR INJURY
17863606,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,DUCATI,996 (DUCATI),1999,N - NOT INJURED
17864891,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,GENUINE SCOOTER CO.,BUDDY (GENUINE SCOOTER CO.),2012,A - SUSPECTED SERIOUS INJURY
17867710,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,NINJA ZX (KAWASAKI),2013,B - SUSPECTED MINOR INJURY
17869740,TX - TEXAS,MC - MOTORCYCLE,ONG - ORANGE,no data,KTM,1290 (KTM),2015,B - SUSPECTED MINOR INJURY
17876437,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,CBR600 (HONDA),2005,B - SUSPECTED MINOR INJURY
17859128,UN - UNKNOWN,MC - MOTORCYCLE,no data,no data,no data,no data,no data,N - NOT INJURED
17860167,TX - TEXAS,MC - MOTORCYCLE,GRN - GREEN,no data,KAWASAKI,ZX600 (KAWASAKI),2013,B - SUSPECTED MINOR INJURY
17860339,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HONDA,UNKNOWN (HONDA),2018,B - SUSPECTED MINOR INJURY
17860765,CA - CALIFORNIA,MC - MOTORCYCLE,SIL - SILVER,no data,HARLEY-DAVIDSON,FLHC (HARLEY-DAVIDSON),2004,B - SUSPECTED MINOR INJURY
17860989,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,SUZUKI,GSX (SUZUKI),2005,B - SUSPECTED MINOR INJURY
17861901,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,KTM,UNKNOWN (KTM),2018,B - SUSPECTED MINOR INJURY
